Time,Position,Error,Speed,Voltage
1.35239,6.81528,3,69.5833,1.55034,
1.36304,6.81528,1,69.5833,1.47879,
1.37598,6.83611,2,68.3333,1.49071,
1.37833,6.83611,2,68.3333,1.49071,
1.4113,6.875,4,65.4167,1.49071,
1.41646,6.875,2,65.4167,1.40723,
1.4358,6.89514,5,63.3333,1.43109,
1.44029,6.89514,8,63.3333,1.49071,
1.46644,6.91389,7,60,1.41916,
1.47097,6.93264,9,60,1.43109,
1.48647,6.93264,6,60,1.37146,
1.4887,6.95069,6,58.75,1.37146,
1.50807,6.96736,7,57.5,1.34761,
1.51235,6.96736,7,57.5,1.34761,
1.53214,6.98264,8,55.8333,1.33568,
1.53621,6.98264,8,55.8333,1.27605,
1.60087,7.02847,21,49.1667,1.43109,
1.60737,7.04306,23,47.5,1.43109,
1.62308,7.04306,16,47.5,1.28798,
1.62507,7.04306,18,47.5,1.2999,
1.64614,7.05694,15,45.8333,1.24027,
1.64872,7.06944,16,44.5833,1.2522,
1.66663,7.06944,15,44.5833,1.2045,
1.66929,7.08264,17,43.75,1.24027,
1.72802,7.11806,25,38.75,1.27605,
1.73057,7.11806,25,38.75,1.27605,
1.74699,7.11806,20,37.5,1.15679,
1.74892,7.12917,20,37.5,1.15679,
1.75974,7.12917,19,37.5,1.12102,
1.76298,7.12917,19,37.5,1.12102,
1.78068,7.13819,21,35.8333,1.10909,
1.78323,7.13819,21,35.8333,1.10909,
1.80246,7.14792,22,34.1667,1.09717,
1.8062,7.14792,22,34.1667,1.09717,
1.82291,7.15694,23,32.5,1.07331,
1.83014,7.16528,23,30.8333,1.07331,
1.85281,7.17361,24,29.1667,1.06139,
1.85739,7.17361,22,29.1667,1.00176,
1.87741,7.18056,24,27.5,1.04179,
1.88043,7.18056,26,27.5,1.04179,
1.90122,7.1875,27,26.25,1.02981,
1.90433,7.1875,27,26.25,1.02981,
1.93317,7.20069,30,23.3333,1.01784,
1.93616,7.20069,30,23.3333,1.01784,
1.95652,7.20694,28,21.6667,0.957967,
1.95881,7.20694,28,21.6667,0.957967,
1.97895,7.2125,28,20.4167,0.934018,
1.98183,7.2125,28,20.4167,0.934018,
1.9955,7.21736,27,19.1667,0.886119,
1.99872,7.21736,28,19.1667,0.898094,
2.03507,7.22708,29,17.5,0.874145,
2.04545,7.22708,30,16.25,0.886119,
2.05764,7.23125,26,16.25,0.802297,
2.06611,7.23125,24,15,0.754399,
2.0811,7.23472,26,15,0.766373,
2.08352,7.23472,26,15,0.766373,
2.10097,7.23681,26,13.75,0.73045,
2.10511,7.23681,26,13.75,0.73045,
2.12411,7.23889,28,12.0833,0.742424,
2.12829,7.23958,28,10.4167,0.742424,
2.14372,7.23958,29,10.4167,0.7065,
2.14623,7.23958,29,10.4167,0.7065,
2.17584,7.24097,34,6.66667,0.73045,
2.1805,7.24097,34,6.66667,0.73045,
2.20626,7.24097,34,3.33333,0.694526,
2.20983,7.24097,36,3.33333,0.718475,
2.22145,7.24097,33,3.33333,0.634653,
2.2238,7.24097,33,3.33333,0.634653,
2.24988,7.24097,33,0.833333,0.622678,
2.25536,7.24097,34,0.833333,0.622678,
2.27409,7.24097,32,0.416667,0.57478,
2.27712,7.24097,32,0.416667,0.57478,
2.40971,7.24097,29,0,0,
2.41192,7.24097,29,0,0,
2.42242,7.24097,29,0,0,
2.42469,7.24097,29,0,0,
2.44691,7.24097,29,0,0,
2.4514,7.24097,7,0,0.119746,
2.48308,7.24097,4,0,0.0721408,
2.49008,7.24097,4,0,0.0240469,
0.00624,0.247222,0,0,0,
0.046081,0,0,0,0,
0.079565,0,0,0,0,
0.09098,0,0,0,0,
0.131702,0,0,0,0,
0.164965,0,0,0,0.0482893,
0.181093,0,0,0,0.181085,
0.212323,0,16,0,1.24345,
0.252475,0.00277778,47,0,2.71628,
0.288496,0.0180556,60,2.08333,3.6217,
0.304517,0.0277778,85,6.25,4.78065,
0.34764,0.0763889,84,23.75,4.65401,
0.4074,0.197222,81,71.6667,5.19897,
0.435343,0.30625,61,108.333,4.67581,
0.452285,0.365972,38,126.25,3.92375,
0.486204,0.486111,3,156.25,2.44927,
0.520699,0.543056,11,166.667,3.16364,
0.542551,0.598611,-5,173.333,2.61935,
0.583736,0.711806,-34,174.583,1.7173,
0.616194,0.809722,-40,168.333,1.57419,
0.65206,0.908333,-14,158.333,2.43284,
0.677903,0.959028,-22,153.333,2.14663,
0.695468,1.00764,-27,150.417,1.96774,
0.719345,1.05694,-33,148.333,1.76026,
0.745059,1.10347,2,147.5,3.0176,
0.79979,1.24236,-1,144.167,2.90982,
0.814937,1.29444,-11,142.5,2.62243,
0.869534,1.3875,20,142.917,3.61935,
0.91625,1.53542,7,143.75,3.15806,
0.950638,1.63681,-6,145.417,3.92493,
0.991425,1.74097,11,149.583,3.32918,
1.0151,1.79306,1,152.083,2.97874,
1.04895,1.84375,-13,153.333,2.41804,
1.09451,1.99722,6,154.167,3.10968,
1.11372,2.04931,-4,153.75,2.7563,
1.14039,2.1,-12,153.75,2.54428,
1.18817,2.20139,4,153.333,3.05161,
1.21102,2.30208,-3,152.917,2.80323,
1.24878,2.35347,-14,152.5,2.48387,
1.3,2.49722,13,149.583,3.44194,
1.3157,2.54722,8,147.917,3.19355,
1.38365,2.69583,-10,147.083,2.62581,
1.4181,2.79375,19,147.5,3.33548,
1.44083,2.84444,5,147.5,3.07434,
1.47861,2.94514,-6,148.333,2.68563,
1.51432,3.04514,21,150,3.71041,
1.54968,3.09792,4,150.833,3.039,
1.56922,3.15,-6,151.25,2.7563,
1.60231,3.25278,-20,152.917,2.26158,
1.64146,3.35278,2,154.167,2.96833,
1.66528,3.40486,-8,153.75,2.62581,
1.7032,3.50347,-16,152.083,2.34194,
1.72916,3.55139,17,150.833,3.58387,
1.75709,3.64931,10,147.917,3.19355,
1.78541,3.70069,-1,147.083,2.93299,
1.81915,3.79653,-8,146.667,2.68563,
1.8474,3.84444,21,147.083,3.63974,
1.8787,3.94514,12,147.083,3.3217,
1.89872,3.99792,2,147.5,3.039,
1.9323,4.1,-12,150,2.47361,
1.95569,4.15,7,152.917,3.21569,
1.9876,4.20278,2,152.917,2.96833,
2.03047,4.35069,-123,153.75,-1.46085,
0.004871,4.36806,-354,150,-3.14736,
0.00129,4.38472,21,139.167,3.40865,
0.003849,4.38472,21,139.167,3.40865,
0.00747,4.38472,41,139.167,3.62243,
0.009846,4.38472,41,139.167,3.62243,
0.03125,4.42431,83,123.333,3.96686,
0.041202,4.46944,102,107.917,4.22815,
0.062376,4.52083,119,100.833,4.26378,
0.067687,4.52083,119,100.833,4.26378,
0.07882,4.5625,113,101.25,4.02561,
0.08396,4.5625,107,101.25,3.9564,
0.101891,4.6125,93,110.417,3.81799,
0.105044,4.6125,93,110.417,3.57576,
0.132849,4.66042,37,123.75,3.26432,
0.136074,4.66042,37,123.75,3.26432,
0.175852,4.74792,9,140,3.04516,
0.178697,4.79236,9,139.167,3.04516,
0.201747,4.84167,7,137.5,3.04985,
0.204002,4.84167,7,137.5,3.04985,
0.256783,4.93819,0,138.333,2.92082,
0.25916,4.93819,0,138.333,2.92082,
0.276616,4.98472,-11,139.167,2.76833,
0.278948,4.98472,-11,139.167,2.76833,
0.302522,5.07847,-18,142.083,2.68622,
0.305593,5.07847,-18,142.083,2.68622,
0.333708,5.12569,-22,142.083,2.63763,
0.336241,5.12569,-22,142.083,2.63763,
0.354893,5.17431,-25,141.667,2.56667,
0.364519,5.22153,-25,141.25,2.56667,
0.378833,5.26875,-28,141.25,2.50753,
0.382234,5.26875,-29,141.25,2.48387,
0.420237,5.36042,-32,141.667,2.44839,
0.427726,5.36042,-31,141.667,2.47038,
0.444739,5.40694,-37,140.833,2.36349,
0.4496,5.40694,-38,140,2.31598,
0.478644,5.49306,-36,138.333,2.32786,
0.481625,5.49306,-33,138.333,2.38724,
0.500558,5.53611,-35,136.25,2.32786,
0.504479,5.53611,-32,136.25,2.32786,
0.526106,5.57778,-29,133.75,2.33974,
0.529832,5.57778,-29,133.75,2.33974,
0.563465,5.65972,-24,128.75,2.32786,
0.566614,5.65972,-24,128.75,2.32786,
0.581429,5.70069,-24,126.667,2.28035,
0.585643,5.70069,-24,126.667,2.28035,
0.600385,5.74028,-20,125,2.32786,
0.606931,5.74028,-20,125,2.32786,
0.6328,5.78056,-20,123.75,2.28035,
0.636476,5.78056,-18,122.083,2.30411,
0.651065,5.81944,-22,122.083,2.16158,
0.662431,5.85764,-24,120.833,2.16158,
0.688267,5.89514,-20,119.167,2.22097,
0.694839,5.89514,-18,119.167,2.22097,
0.705067,5.93264,-19,117.917,2.19721,
0.708466,5.93264,-19,117.917,2.19721,
0.724798,5.96944,-18,115.833,2.16158,
0.728679,5.96944,-18,115.833,2.16158,
0.758416,6.04097,-14,112.5,2.16158,
0.762372,6.04097,-14,112.5,2.16158,
0.791895,6.07639,-12,110.833,2.13783,
0.797189,6.07639,-12,109.167,2.13783,
0.81129,6.11111,-14,109.167,2.06657,
0.819279,6.14514,-14,107.917,2.06657,
0.834181,6.14514,-11,107.917,2.1022,
0.836889,6.14514,-11,106.25,2.1022,
0.871449,6.21319,-10,105,2.05469,
0.873916,6.21319,-10,105,2.05469,
0.893008,6.24583,-13,103.75,1.98343,
0.895918,6.24583,-13,103.75,1.98343,
0.942331,6.31042,-9,101.25,1.99531,
0.945442,6.34236,-7,99.5833,2.00718,
0.969233,6.37292,-11,98.3333,1.90029,
0.971371,6.37292,-11,98.3333,1.90029,
0.995104,6.40347,-10,96.6667,1.87654,
0.998982,6.43194,-7,95,1.92405,
1.01401,6.43194,-9,95,1.85279,
1.01954,6.46042,-6,92.9167,1.90029,
1.03173,6.46042,-7,92.9167,1.84091,
1.03634,6.46042,-7,92.9167,1.84091,
1.06354,6.51806,-2,89.1667,1.86466,
1.07303,6.51806,-4,89.1667,1.80528,
1.0927,6.54583,-2,87.5,1.81716,
1.10397,6.57292,-3,86.25,1.81716,
1.11132,6.57292,-2,86.25,1.80528,
1.1137,6.57292,-2,86.25,1.80528,
1.12967,6.59931,-4,85,1.73402,
1.13482,6.59931,-4,85,1.73402,
1.15952,6.65139,-1,82.5,1.765,
1.16234,6.65139,1,82.5,1.765,
1.17923,6.67639,-1,80.8333,1.72923,
1.18198,6.67639,-1,80.8333,1.72923,
1.19902,6.70139,0,79.1667,1.70538,
1.20337,6.70139,0,79.1667,1.70538,
1.22279,6.72431,2,77.5,1.7173,
1.22687,6.72431,2,77.5,1.63382,
1.25912,6.77014,3,74.1667,1.70538,
1.26353,6.77014,6,74.1667,1.70538,
1.28304,6.79306,7,72.0833,1.68152,
1.2929,6.79306,7,72.0833,1.58612,
1.30673,6.81528,6,70.4167,1.59804,
1.31028,6.81528,6,70.4167,1.59804,
1.32586,6.83681,5,69.1667,1.56227,
1.32906,6.83681,5,69.1667,1.56227,
1.3473,6.85833,6,67.9167,1.55034,
1.3498,6.85833,8,67.9167,1.59804,
1.37919,6.89792,8,65.4167,1.55034,
1.38518,6.89792,9,65.4167,1.55034,
1.40554,6.91736,9,63.75,1.50264,
1.41117,6.91736,9,63.75,1.50264,
1.43719,6.95417,12,60,1.50264,
1.4489,6.95417,10,60,1.46686,
1.46488,6.97153,12,58.3333,1.46686,
1.47063,6.97153,10,58.3333,1.40723,
1.47767,6.97153,10,56.6667,1.40723,
1.48024,6.99028,10,56.6667,1.43109,
1.50154,7.00694,12,55.4167,1.41916,
1.50663,7.00694,14,55.4167,1.41916,
1.52651,7.02361,15,54.1667,1.41916,
1.53069,7.02361,15,54.1667,1.41916,
1.54205,7.03958,11,52.9167,1.33568,
1.54433,7.03958,11,52.9167,1.33568,
1.56716,7.05486,12,51.6667,1.34761,
1.57104,7.05486,13,51.6667,1.32375,
1.58529,7.06875,12,50.4167,1.28798,
1.58914,7.06875,12,50.4167,1.28798,
1.60935,7.08333,14,48.75,1.27605,
1.61341,7.08333,16,48.75,1.2999,
1.70864,7.14931,29,40.8333,1.38338,
1.71192,7.14931,30,40.8333,1.39531,
1.72965,7.16111,17,40,1.14487,
1.73305,7.16111,17,40,1.16872,
1.74486,7.17222,17,39.1667,1.12102,
1.7472,7.17222,17,39.1667,1.12102,
1.76455,7.18125,16,37.5,1.09717,
1.76684,7.18125,16,37.5,1.09717,
1.79183,7.18819,22,35.4167,1.12102,
1.79981,7.19444,24,32.5,1.13294,
1.82194,7.2,33,28.75,1.18065,
1.82768,7.2,33,28.75,1.18065,
1.8515,7.20486,38,25,1.16872,
1.85966,7.20903,38,21.6667,1.16872,
1.89224,7.21319,49,18.75,1.24027,
1.90313,7.21736,49,16.25,1.21642,
1.92271,7.22014,54,14.1667,1.26413,
1.92524,7.22014,54,14.1667,1.26413,
1.95622,7.22292,51,12.9167,1.16872,
1.96058,7.225,51,11.6667,1.16872,
1.99693,7.22708,53,10.4167,1.14487,
2.00078,7.22708,53,10.4167,1.14487,
2.02826,7.22847,53,7.5,1.10909,
2.03822,7.22917,55,5.83333,1.13294,
2.06158,7.22917,55,4.16667,1.08524,
2.07007,7.22917,56,4.16667,1.00176,
2.10131,7.22986,56,2.08333,1.03754,
2.10972,7.22986,53,2.08333,0.965982,
2.12162,7.22986,54,1.25,0.977908,
2.12497,7.22986,54,1.25,0.977908,
2.16123,7.22986,51,0.416667,0.91828,
2.17067,7.22986,46,0.416667,0.8348,
2.18426,7.22986,46,0,0.810948,
2.18803,7.22986,46,0,0.810948,
2.20609,7.22986,42,0,0.739394,
2.21029,7.22986,42,0,0.739394,
2.22876,7.22986,39,0,0.694526,
2.23379,7.22986,39,0,0.694526,
2.24842,7.22986,36,0,0.646628,
2.25216,7.22986,36,0,0.646628,
2.27755,7.22986,33,0,0.57478,
2.27993,7.22986,33,0,0.57478,
2.30445,7.22986,29,0,0.502933,
2.30972,7.22986,24,0,0.431085,
2.331,7.22986,24,0,0.431085,
2.33661,7.22986,24,0,0.431085,
2.34497,7.22986,21,0,0.359238,
2.34724,7.22986,21,0,0.359238,
2.36197,7.22986,19,0,0.335288,
2.36457,7.22986,19,0,0.335288,
2.38651,7.22986,16,0,0.28739,
2.39279,7.22986,16,0,0.28739,
2.40548,7.22986,13,0,0.215543,
2.40781,7.22986,13,0,0.215543,
2.42247,7.22986,10,0,0.167644,
2.42482,7.22986,10,0,0.167644,
2.44752,7.22986,7,0,0.119746,
2.45876,7.22986,4,0,0.0718475,
2.47105,7.22986,4,0,0.0721408,
2.47348,7.22986,4,0,0.0721408,
0.003558,13.1729,2,0,0.193157,
0.022718,13.1729,-1200,0,-0.0965787,
0.03214,13.1729,-1200,0,-0.627761,
0.058156,13.1729,-1200,0,-2.22131,
0.084417,13.1646,-1200,-0.416667,-3.28368,
0.096938,13.1646,-1197,-0.416667,-3.81486,
0.118925,13.1514,-1187,-3.33333,-4.87722,
0.145984,13.1042,-1150,-18.75,-5.78964,
0.163464,13.0597,-1132,-33.3333,-6.26491,
0.180823,13.0597,-1080,-54.5833,-7.21544,
0.202599,12.9326,-1011,-81.6667,-8.16598,
0.211878,12.9326,-971,-81.6667,-8.64125,
0.234065,12.8528,-884,-112.917,-9.59179,
0.249938,12.7569,-836,-147.917,-10.0671,
0.27032,12.6514,-738,-185,-9.02346,
0.298808,12.5333,-589,-222.917,-9.05,
0.324636,12.2625,-492,-296.667,-9.05,
0.348004,12.1153,-398,-332.5,-9.05,
0.373693,11.9611,-310,-365.833,-9.25,
0.389257,11.7979,-231,-396.667,-9.25,
0.416928,11.6333,-161,-424.167,-9.15958,
0.44514,11.2951,-80,-466.667,-8.63514,
0.460721,11.2951,-58,-466.667,-8.48143,
0.480122,11.1188,-19,-496.667,-8.21921,
0.496167,10.9431,-3,-496.667,-9.10557,
0.51782,10.7674,24,-507.5,-8.90323,
0.538201,10.5903,44,-515.833,-8.75147,
0.566701,10.2306,66,-527.083,-8.58959,
0.589177,10.0458,76,-531.25,-8.52889,
0.619331,9.86389,92,-535.417,-8.93548,
0.631986,9.68056,98,-539.167,-8.87097,
0.65731,9.49653,107,-543.333,-8.8172,
0.682935,9.12083,117,-550.417,-8.70968,
0.695461,9.12083,121,-550.417,-8.66667,
0.717221,8.92986,136,-553.75,-8.55914,
0.747778,8.55694,144,-560.417,-8.69316,
0.00538,-10.0542,152,0,0.144868,
0.024505,-10.0542,-1200,0,-0.579472,
0.05073,-10.0542,-1200,0,-1.64184,
0.069705,-10.0542,-1200,0,-2.7042,
0.095019,-10.0569,-1198,-2.08333,-3.76657,
0.114282,-10.075,-1188,-2.08333,-4.57478,
0.12887,-10.0924,-1179,-7.91667,-5.07801,
0.148108,-10.1167,-1152,-17.0833,-6.08446,
0.173742,-10.1576,-1085,-50.4167,-7.59413,
0.194518,-10.209,-1055,-74.1667,-8.60059,
0.208256,-10.2694,-986,-74.1667,-9.10381,
0.225384,-10.3479,-946,-102.5,-7.59531,
0.242961,-10.4361,-861,-134.583,-8.39101,
0.268877,-10.541,-766,-169.583,-9.18671,
0.298666,-10.7819,-613,-246.667,-9.25,
0.313883,-10.7819,-562,-285,-9.25,
0.331774,-10.9222,-462,-285,-9.25,
0.35869,-11.2125,-368,-356.667,-9.05,
0.395373,-11.5306,-216,-412.5,-9.05,
0.410608,-11.5306,-185,-412.5,-9.05,
0.437013,-11.8688,-131,-454.167,-8.61652,
0.459707,-12.0431,-59,-472.083,-8.30689,
0.473122,-12.0431,-59,-472.083,-9.0676,
0.485101,-12.2194,-18,-487.917,-8.92023,
0.50959,-12.3944,16,-502.083,-8.70411,
0.535084,-12.5722,41,-520.833,-8.52727,
0.545283,-12.7521,51,-520.833,-8.44868,
0.567263,-12.9347,66,-526.667,-8.34062,
0.603914,-13.2979,89,-535.833,-8.96774,
0.629773,-13.4826,100,-540,-8.87097,
0.655647,-13.8569,110,-547.5,-8.7957,
0.66875,-13.8569,115,-547.5,-8.70968,
0.705826,-14.2312,133,-554.583,-8.8478,
0.729173,-14.4208,141,-557.5,-8.75943,
0.747465,-14.6083,147,-560.417,-8.7263,
