Time,Position,Error,Speed,Voltage
0.000913,5.99792,-9,155.417,2.96706,
0.01749,6.04722,-14,155.833,3.03715,
0.040481,6.09792,68,155.417,4.45059,
0.058987,6.15417,-15,155.417,3.0021,
0.08365,6.20417,-17,155,2.96706,
0.106575,6.25417,-20,155,2.90865,
0.125068,6.30417,-23,154.583,2.85024,
0.150824,6.35486,-24,154.167,2.80352,
0.177847,6.45347,-22,152.083,2.82688,
0.193417,6.45347,-24,152.083,2.76848,
0.219293,6.55139,-24,149.167,2.72175,
0.240575,6.59931,-25,148.333,2.70968,
0.258261,6.64722,-25,147.5,2.67449,
0.28343,6.69653,-25,146.25,2.65103,
0.303755,6.74514,-29,145.833,2.56891,
0.323159,6.79167,-29,145,2.55718,
0.335024,6.79167,-31,145,2.51026,
0.359217,6.88264,-31,143.333,2.4868,
0.377429,6.92778,-29,142.083,2.51026,
0.394421,6.92778,-30,139.583,2.45161,
0.416176,7.01458,-26,137.083,2.45161,
0.43694,7.05694,-23,134.583,2.45161,
0.454527,7.05694,-20,132.5,2.45161,
0.481932,7.14097,-18,130.833,2.45161,
0.499263,7.18264,-15,128.75,2.45161,
0.516444,7.22292,-16,127.5,2.41642,
0.531178,7.22292,-15,127.5,2.40469,
0.556797,7.30278,-14,124.583,2.38123,
0.577799,7.34028,-13,122.917,2.3695,
0.593215,7.34028,-14,122.917,2.33431,
0.618481,7.39931,-2,116.667,2.41642,
0.638992,7.42778,3,110.417,2.43988,
0.656615,7.45972,19,102.917,2.55718,
0.681529,7.48958,33,96.6667,2.62757,
0.699447,7.52014,44,91.6667,2.70968,
0.717638,7.54653,48,89.1667,2.72175,
0.730628,7.54653,46,89.1667,2.65166,
0.763285,7.60417,46,88.3333,2.63998,
0.782205,7.63264,41,87.5,2.55821,
0.794401,7.63264,42,87.5,2.53485,
0.816525,7.68958,41,85.4167,2.4998,
0.837229,7.71736,39,85,2.48812,
0.856707,7.74514,37,85,2.41804,
0.871805,7.74514,35,85,2.40635,
0.897714,7.80069,33,84.1667,2.33627,
0.922148,7.82778,32,83.3333,2.33627,
0.930696,7.82778,27,83.3333,2.21945,
0.960163,7.87917,30,82.0833,2.24282,
0.987698,7.90347,30,80.8333,2.20777,
0.997623,7.92778,32,79.1667,2.18441,
1.02426,7.95139,31,77.0833,2.11432,
1.05255,7.97361,36,75,2.17273,
1.06317,7.99514,34,72.9167,2.11432,
1.07504,8.01597,36,70.8333,2.14936,
1.09704,8.03611,39,68.75,2.126,
1.12335,8.05556,42,66.25,2.126,
1.13244,8.05556,45,66.25,2.14936,
1.15937,8.09236,48,61.6667,2.13768,
1.17867,8.11042,49,59.5833,2.14936,
1.19191,8.11042,52,59.5833,2.126,
1.2166,8.14375,54,55.4167,2.11432,
1.24774,8.16111,57,53.75,2.10264,
1.26178,8.17847,56,52.5,2.07928,
1.27621,8.19375,53,51.25,2.02087,
1.29667,8.20972,54,50.4167,2.00919,
1.32278,8.225,55,49.5833,2.00919,
1.33172,8.225,55,49.5833,2.00919,
1.35913,8.25347,53,47.5,1.91574,
1.38953,8.26667,56,45.8333,1.92742,
1.41032,8.27986,54,44.5833,1.86901,
1.43303,8.29236,57,42.9167,1.8651,
1.45583,8.31667,56,39.5833,1.82991,
1.48127,8.32847,57,38.3333,1.79472,
1.49882,8.34028,57,37.5,1.77126,
1.5236,8.35208,57,36.6667,1.75953,
1.53221,8.35208,52,36.6667,1.67742,
1.5564,8.37361,53,35,1.66569,
1.58435,8.38264,53,34.1667,1.56012,
1.59708,8.39236,49,33.3333,1.58358,
1.61601,8.4,52,31.6667,1.60704,
1.64307,8.40694,56,29.5833,1.59531,
1.65781,8.41319,56,27.5,1.57185,
1.68212,8.42014,59,25.4167,1.57185,
1.69958,8.42569,62,22.9167,1.56012,
1.72131,8.43194,64,21.25,1.58358,
1.73249,8.43194,63,21.25,1.54839,
1.7565,8.44236,63,18.75,1.50147,
1.78933,8.44792,63,17.9167,1.46628,
1.79896,8.45278,60,17.0833,1.40762,
1.8156,8.45694,59,16.25,1.38416,
1.84779,8.46111,59,15.4167,1.37243,
1.86052,8.46528,60,14.5833,1.37243,
1.88199,8.46806,57,13.75,1.29032,
1.90042,8.47153,57,12.9167,1.26036,
1.92339,8.47431,57,11.6667,1.2368,
1.93292,8.47431,54,11.6667,1.20147,
1.95742,8.47847,56,9.58333,1.21325,
1.98844,8.47986,57,8.33333,1.16613,
1.99886,8.48125,58,7.5,1.17791,
2.01688,8.48194,55,6.25,1.09545,
2.03716,8.48194,55,5,1.0719,
2.0593,8.48194,54,3.75,1.04834,
2.08007,8.48194,54,2.91667,1.013,
2.09849,8.48194,54,1.66667,0.977664,
2.12288,8.48194,53,0.833333,0.942326,
2.13147,8.48194,50,0.833333,0.883431,
2.15677,8.48194,49,0,0.848094,
2.18932,8.48194,46,0,0.800978,
2.21689,8.48194,42,0,0.730303,
2.24459,8.48194,38,0,0.612512,
2.2601,8.48194,35,0,0.612512,
2.28329,8.48194,32,0,0.567742,
2.29967,8.48194,27,0,0.473118,
2.32325,8.48194,26,0,0.449462,
2.33311,8.48194,26,0,0.449462,
2.35731,8.48194,20,0,0.354839,
2.38984,8.48194,17,0,0.285044,
2.41121,8.48194,13,0,0.213783,
2.4429,8.48194,10,0,0.166276,
2.45758,8.48194,5,0,0.071261,
0.006495,0.283333,5,0,0,
0.026344,0,5,0,0,
0.061206,0,5,0,0,
0.11061,0,5,0,0,
0.135235,0,5,0,0,
0.188176,0,10,0,0.620137,
0.220361,0,33,0,1.18065,
0.24097,0.000694444,52,0,1.60997,
0.278181,0.00555556,88,0.833333,2.7566,
0.300233,0.0118056,131,2.5,2.97947,
0.341008,0.0347222,182,10,3.8827,
0.363513,0.0527778,203,16.6667,4.26979,
0.39082,0.106944,218,35.8333,5.18475,
0.432931,0.188194,265,64.1667,4.92473,
0.460967,0.2375,253,81.6667,4.82796,
0.513339,0.414583,229,136.25,4.6129,
0.556792,0.547222,162,166.667,4.16789,
0.59608,0.682639,108,187.917,3.72801,
0.634447,0.816667,77,198.75,3.46408,
0.670081,0.947917,30,201.25,3.22972,
0.69877,1.01389,-2,200.417,2.96442,
0.732849,1.14236,-25,197.5,2.7914,
0.761104,1.20556,-51,196.25,2.61496,
0.7857,1.26667,-75,192.083,2.28514,
0.814317,1.38542,-108,189.167,2.10846,
0.847402,1.44514,-94,186.25,2.23803,
0.866098,1.50417,-123,180.833,1.97889,
0.959139,1.775,-139,169.167,1.84516,
0.990374,1.87361,-145,160.417,1.79785,
1.02966,1.96806,-150,152.083,1.78602,
1.04728,2.01389,-150,148.333,1.78602,
1.0622,2.01389,-111,148.333,2.09355,
1.10311,2.1,-105,141.25,2.18817,
1.12311,2.14236,-99,137.5,2.23548,
1.1725,2.26667,-45,128.333,2.72043,
1.21615,2.34792,-30,124.583,2.85054,
1.26107,2.43403,-23,123.75,2.90909,
1.31841,2.56458,21,126.667,3.261,
1.34804,2.65417,22,129.583,3.27273,
1.38957,2.74792,53,133.333,3.46349,
1.43139,2.84514,45,138.333,3.40557,
1.48686,2.99444,28,144.583,3.25499,
1.50118,2.99444,61,144.583,3.49824,
1.53993,3.14931,36,150,3.35924,
1.56938,3.20208,24,152.083,3.22023,
1.59761,3.25486,13,153.75,3.12913,
1.63388,3.3625,30,156.667,3.28035,
1.67018,3.47153,1,159.583,3.02444,
1.70109,3.52569,-19,160.833,2.86158,
1.7317,3.63264,5,162.5,3.03715,
1.77821,3.73958,-25,161.667,2.82688,
1.80461,3.79167,-34,160,2.78016,
1.83588,3.89306,-10,158.333,3.00293,
1.86348,3.94444,-19,157.083,2.88563,
1.89615,4.04653,-33,154.167,2.73314,
1.92601,4.14514,-41,152.5,2.69795,
1.95522,4.19375,-13,151.25,2.96706,
1.9987,4.29236,-26,149.167,2.85024,
2.02613,4.39306,-33,147.917,2.79184,
2.05504,4.44236,-6,148.333,2.99042,
2.08613,4.49167,-19,149.167,2.87361,
2.11246,4.59236,-24,149.583,2.86193,
2.13432,4.64097,-30,149.583,2.8152,
2.17135,4.73889,-1,148.75,3.04883,
2.19567,4.78681,-5,147.917,3.01378,
2.22935,4.88264,-13,145.833,2.96706,
2.26295,4.93125,17,145,3.21237,
2.29134,5.02847,12,144.583,3.14228,
2.32968,5.12431,4,144.583,3.09423,
2.35096,5.17361,-2,144.583,3.01281,
2.37476,5.22222,30,144.583,3.29198,
2.41269,5.32153,19,145.833,3.18729,
2.43569,5.37222,11,146.667,3.1175,
2.46437,5.42292,-1,147.5,3.02444,
2.48544,5.47361,27,150,3.29198,
2.50771,5.57708,13,151.25,3.16403,
2.53558,5.62778,8,152.083,3.09423,
2.56564,5.67917,-7,153.333,2.96628,
2.6011,5.77986,21,153.75,3.21056,
2.62906,5.88056,8,152.083,3.09423,
2.66208,5.93125,-4,151.667,2.98954,
2.68118,5.98125,-47,151.25,2.6173,
0.003027,6.03125,-85,150.833,-3.14076,
0.015072,6.07361,-361,150.417,4.57155,
0.030152,6.10694,86,147.083,4.58319,
0.04838,6.10694,11,147.083,3.30362,
0.068688,6.15903,19,139.167,3.26872,
0.089065,6.21736,21,139.167,3.25709,
0.102028,6.27083,19,139.167,3.24545,
0.128195,6.32014,-2,142.083,3.00117,
0.149022,6.37083,-17,151.25,2.86158,
0.162681,6.42083,-25,151.25,2.74526,
0.186048,6.47083,-32,154.167,2.67546,
0.209166,6.57014,-29,151.667,2.71036,
0.228324,6.57014,-27,151.667,2.68622,
0.254058,6.66667,-27,148.75,2.68622,
0.275099,6.71319,-28,147.917,2.62757,
0.295691,6.75972,-28,146.25,2.59238,
0.305082,6.75972,-26,146.25,2.61584,
0.328894,6.85208,-25,142.917,2.59238,
0.351136,6.89792,-23,140.833,2.58065,
0.362952,6.89792,-24,140.833,2.53372,
0.391912,6.98542,-21,137.917,2.54545,
0.411374,7.02917,-22,136.25,2.52199,
0.427832,7.02917,-20,136.25,2.52199,
0.441345,7.07222,-18,134.583,2.52199,
0.469228,7.15556,-17,130.833,2.47507,
0.489957,7.19722,-15,129.167,2.46334,
0.50201,7.19722,-16,129.167,2.42815,
0.528838,7.23819,-15,125.833,2.40469,
0.561164,7.31875,-12,124.583,2.40469,
0.570127,7.35903,-15,123.333,2.34604,
0.591953,7.39931,-14,122.5,2.34604,
0.609087,7.39931,-16,121.667,2.29912,
0.634144,7.47778,-16,120.833,2.26393,
0.651565,7.51528,-18,120,2.24047,
0.668851,7.51528,-16,118.75,2.24047,
0.699766,7.58958,-13,117.083,2.23803,
0.714478,7.62639,-16,115,2.15557,
0.728178,7.62639,-16,115,2.15557,
0.748705,7.6625,-13,111.667,2.20269,
0.77142,7.73333,-11,110,2.16735,
0.794328,7.76806,-13,108.75,2.0849,
0.820418,7.80208,-10,107.5,2.0849,
0.834036,7.83403,-10,105.833,2.07312,
0.84259,7.83403,-10,105.833,2.07312,
0.869388,7.89861,-8,102.083,2.03778,
0.894672,7.92986,-5,100,2.04956,
0.902864,7.92986,-6,100,2.026,
0.930999,7.99028,-1,95.8333,2.026,
0.95091,8.02014,1,94.1667,2.00244,
0.962929,8.02014,0,94.1667,1.97889,
0.988124,8.04931,1,92.9167,1.94355,
1.00903,8.10417,4,89.1667,1.96711,
1.02895,8.10417,6,87.5,1.95533,
1.04534,8.13125,5,87.5,1.90821,
1.07026,8.18472,7,83.75,1.90821,
1.08969,8.20972,8,82.0833,1.89643,
1.10262,8.20972,11,82.0833,1.91999,
1.12681,8.23542,9,80.4167,1.84932,
1.14866,8.26111,9,78.3333,1.82576,
1.16223,8.28611,9,78.3333,1.79042,
1.18708,8.31111,8,77.0833,1.76686,
1.21956,8.35903,9,75,1.73152,
1.23395,8.38264,7,74.1667,1.69619,
1.25506,8.40556,6,73.3333,1.64907,
1.28376,8.42847,4,72.0833,1.59018,
1.29982,8.45069,6,70.8333,1.6086,
1.31309,8.47153,7,69.5833,1.57312,
1.33114,8.49236,5,68.3333,1.53763,
1.35725,8.5125,11,66.6667,1.58495,
1.37,8.53194,8,65,1.52581,
1.38702,8.53194,10,65,1.54946,
1.40764,8.55139,11,62.9167,1.51398,
1.43265,8.58958,12,60,1.48416,
1.44296,8.58958,13,60,1.48416,
1.46855,8.60764,12,57.5,1.43705,
1.49527,8.64236,13,56.25,1.41349,
1.50449,8.64236,11,56.25,1.36637,
1.53135,8.67639,12,53.3333,1.35459,
1.55938,8.69167,14,52.0833,1.34839,
1.59225,8.72222,15,50,1.32473,
1.60932,8.73681,12,48.75,1.27742,
1.63373,8.75139,14,47.5,1.24194,
1.6444,8.75139,12,47.5,1.19462,
1.66809,8.76458,14,45.8333,1.1828,
1.69498,8.79097,16,42.9167,1.19462,
1.70502,8.79097,13,42.9167,1.11183,
1.72799,8.80208,16,41.25,1.15914,
1.75693,8.82292,20,37.9167,1.17097,
1.76869,8.82292,22,37.9167,1.15914,
1.78683,8.83333,19,36.25,1.1,
1.80761,8.84306,21,34.1667,1.08817,
1.83307,8.86042,25,30.8333,1.1,
1.8474,8.86042,23,30.8333,1.05269,
1.86753,8.86875,25,29.1667,1.05269,
1.89328,8.88333,25,26.25,0.993548,
1.90239,8.88333,23,26.25,0.946237,
1.92846,8.89028,25,25,0.946237,
1.95966,8.90208,27,22.0833,0.946237,
1.98863,8.90764,28,19.5833,0.922581,
2.00967,8.91667,27,17.9167,0.839785,
2.03244,8.92014,29,16.6667,0.851613,
2.04996,8.92431,26,15,0.816129,
2.06822,8.92431,29,15,0.804301,
2.08897,8.92639,30,12.0833,0.792473,
2.10231,8.92986,32,12.0833,0.816129,
2.13214,8.93333,31,9.58333,0.745161,
2.16097,8.93542,31,8.33333,0.756989,
2.18797,8.93611,30,7.08333,0.650538,
2.20891,8.93681,30,5,0.626882,
2.2346,8.93681,30,3.75,0.603226,
2.2555,8.93681,29,2.5,0.555914,
2.29325,8.93681,31,0.833333,0.555914,
2.30425,8.93681,25,0.833333,0.437634,
2.32923,8.93681,24,0,0.425806,
2.36026,8.9375,21,0,0.354839,
2.38712,8.9375,16,0,0.285044,
2.40761,8.9375,12,0.416667,0.213783,
2.4315,8.9375,10,0,0.166276,
2.45123,8.9375,5,0,0.071261,
2.46859,8.9375,4,0,0.071261,
