Pos (rotation), Setpoint, Error (counts), Speed, Voltage, Current
5.71806, 1, -8, 117.5, 2.35777, 0.625
5.75833, 1, -15, 117.5, 2.29912, 0.625
5.79861, 1, -21, 117.917, 2.24282, 0.625
5.83889, 1, -27, 118.333, 2.18441, 0.375
5.87778, 1, -1, 119.167, 2.41804, 0.375
5.91875, 1, -7, 119.583, 2.35963, 0.375
5.96042, 1, -16, 120, 2.27786, 0.375
6, 1, -22, 120.417, 2.23113, 0.375
6.04097, 1, -29, 120.833, 2.20528, 0.375
6.08194, 1, -33, 121.25, 2.17009, 0.375
6.12083, 1, -11, 121.25, 2.33431, 0.375
6.16111, 1, -16, 121.25, 2.28739, 0.375
6.20069, 1, -21, 120.833, 2.2522, 0.375
6.24028, 1, -26, 120, 2.22874, 0.375
6.27917, 1, -29, 119.583, 2.18182, 0.375
6.31806, 1, -4, 118.75, 2.39296, 0.375
6.35694, 1, -8, 118.333, 2.38123, 0.625
6.39653, 1, -14, 117.917, 2.33431, 0.375
6.43611, 1, -20, 117.5, 2.2522, 0.625
6.47569, 1, -25, 117.5, 2.21701, 0.375
6.51458, 1, -27, 117.5, 2.21701, 0.625
6.55486, 1, -7, 117.917, 2.3695, 0.625
6.59444, 1, -9, 117.917, 2.38123, 0.625
6.63472, 1, -16, 118.333, 2.28739, 0.625
6.67361, 1, -21, 118.333, 2.2522, 0.375
6.7125, 1, -25, 118.75, 2.24047, 0.375
6.75139, 1, 2, 118.333, 2.43988, 0.375
6.79097, 1, -3, 118.333, 2.42815, 0.625
6.83194, 1, -11, 117.917, 2.33431, 0.625
6.87153, 1, -16, 117.917, 2.28739, 0.625
6.9125, 1, -24, 118.333, 2.21701, 0.375
6.95347, 1, -28, 119.167, 2.18182, 0.375
6.99306, 1, -4, 120, 2.39296, 0.375
7.03333, 1, -11, 120.833, 2.29912, 0.375
7.07431, 1, -19, 120.833, 2.26393, 0.375
7.11597, 1, -27, 121.25, 2.19355, 0.375
7.15486, 1, -30, 121.25, 2.1349, 0.375
7.19375, 1, -5, 121.25, 2.41642, 0.375
7.23333, 1, -11, 120.833, 2.33431, 0.375
7.27431, 1, -17, 120.417, 2.28739, 0.375
7.31389, 1, -22, 119.583, 2.26393, 0.375
7.35278, 1, -28, 119.167, 2.18182, 0.375
7.39167, 1, -29, 118.75, 2.18182, 0.625
7.43056, 1, -5, 118.333, 2.39296, 0.625
7.47083, 1, -11, 118.333, 2.32458, 0.375
7.51042, 1, -17, 117.917, 2.27786, 0.375
7.55069, 1, -23, 118.333, 2.21945, 0.375
7.59028, 1, -27, 118.333, 2.18441, 0.375
7.62986, 1, -2, 118.75, 2.42972, 0.375
7.66875, 1, -6, 118.75, 2.39467, 0.375
7.70833, 1, -12, 118.75, 2.33627, 0.375
7.74792, 1, -18, 118.333, 2.26618, 0.375
7.7875, 1, -20, 118.333, 2.20777, 0.375
7.82708, 1, -26, 118.333, 2.19609, 0.375
7.86597, 1, -1, 117.917, 2.4414, 0.375
7.90556, 1, -8, 118.333, 2.34795, 0.375
7.94792, 1, -16, 118.333, 2.27786, 0.375
7.98819, 1, -22, 118.75, 2.2545, 0.375
8.02778, 1, -25, 119.583, 2.20777, 0.375
8.06944, 1, -4, 120.417, 2.38299, 0.375
8.10972, 1, -11, 120.833, 2.32458, 0.375
8.15069, 1, -19, 121.667, 2.2545, 0.375
8.19097, 1, -26, 121.667, 2.20528, 0.375
8.23056, 1, -30, 121.667, 2.17009, 0.375
8.26944, 1, -33, 121.25, 2.14663, 0.375
8.30833, 1, -9, 120.417, 2.38123, 0.375
8.34792, 1, -13, 119.583, 2.32258, 0.625
8.38819, 1, -20, 118.75, 2.2522, 0.625
8.42778, 1, -26, 118.333, 2.19609, 0.375
8.46667, 1, -27, 118.333, 2.20777, 0.375
8.50556, 1, -3, 117.917, 2.39467, 0.625
8.54444, 1, -8, 117.917, 2.33627, 0.625
8.58403, 1, -14, 117.917, 2.2545, 0.625
8.62361, 1, -20, 117.917, 2.16105, 0.625
8.66181, 1, -26, 117.5, 2.09971, 0.375
8.69931, 1, -29, 117.083, 2.02933, 0.375
8.73542, 1, -7, 116.25, 2.12317, 0.375
8.77083, 1, -14, 115, 1.94721, 0.375
8.80417, 1, -19, 112.917, 1.82991, 0.375
8.83611, 1, -23, 110, 1.68915, 0.25
8.86528, 1, -27, 106.25, 1.56662, 0.25
8.89306, 1, -8, 102.083, 1.49594, 0.25
8.91806, 1, -12, 97.0833, 1.41349, 0.25
8.94167, 1, -15, 91.6667, 1.26036, 0.25
8.9625, 1, -16, 85.8333, 1.15435, 0.25
8.98056, 1, -15, 79.1667, 1.04834, 0.25
8.99444, 1, -14, 72.5, 0.989443, 0.25
9.00764, 1, 2, 65.4167, 0.930547, 0.25
9.01875, 1, 4, 57.9167, 0.848094, 0.25
9.02778, 1, 6, 50.4167, 0.718524, 0.25
9.03472, 1, 11, 42.9167, 0.659629, 0.25
9.0375, 1, 14, 36.25, 0.624291, 0.25
9.04028, 1, 25, 29.5833, 0.567742, 0.25
9.04097, 1, 30, 22.9167, 0.532258, 0.25
9.04167, 1, 34, 16.6667, 0.484946, 0.25
9.04167, 1, 38, 11.25, 0.46129, 0.25
9.04167, 1, 41, 6.66667, 0.425806, 0.25
9.04167, 1, 41, 3.75, 0.413978, 0
9.04167, 1, 43, 1.66667, 0.378495, 0
9.04167, 1, 43, 0.833333, 0.378495, 0
9.04167, 1, 43, 0, 0.378495, 0
-0.345139, 0, 0, 0, 0.560508, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 0.0357771, 0
0, 1, 2, 0, 0.08348, 0
0, 1, 4, 0, 0.16696, 0
0, 1, 8, 0, 0.262366, 0
0, 1, 13, 0, 0.453177, 0
0, 1, 20, 0, 0.620137, 0.25
0, 1, 29, 0, 0.703617, 0.25
0, 1, 41, 0, 0.930205, 0.25
0, 1, 55, 0, 1.18065, 0.375
0.00625, 1, 73, 0.416667, 1.52649, 0.625
0.0194444, 1, 75, 2.5, 1.63226, 0.75
0.0388889, 1, 71, 7.91667, 1.63226, 0.75
0.0611111, 1, 63, 17.0833, 1.72688, 0.75
0.0611111, 1, 54, 17.0833, 1.77419, 0.625
0.111111, 1, 45, 42.5, 1.82151, 0.625
0.139583, 1, 52, 55.4167, 2.026, 0.625
0.170139, 1, 47, 65.8333, 2.04956, 0.625
0.202083, 1, 37, 74.1667, 2.06134, 0.625
0.235417, 1, 28, 80.8333, 2.13201, 0.625
0.270833, 1, 19, 86.6667, 2.16735, 0.625
0.308333, 1, 33, 92.0833, 2.40293, 0.75
0.346528, 1, 28, 97.5, 2.41471, 0.75
0.3875, 1, 18, 102.917, 2.38123, 0.75
0.3875, 1, 6, 107.917, 2.34604, 0.625
0.470833, 1, -6, 112.5, 2.29912, 0.625
0.511806, 1, -16, 117.083, 2.24047, 0.625
0.552778, 1, 4, 120, 2.45161, 0.625
0.594444, 1, 0, 122.5, 2.42815, 0.625
0.636111, 1, -9, 123.75, 2.35777, 0.625
0.678472, 1, -18, 124.167, 2.27566, 0.625
0.720139, 1, -27, 124.583, 2.19355, 0.375
0.760417, 1, -5, 124.583, 2.39296, 0.375
0.798611, 1, -8, 124.167, 2.35777, 0.375
0.838889, 1, -12, 123.333, 2.32258, 0.375
0.879167, 1, -19, 122.083, 2.22874, 0.375
0.919444, 1, -25, 120.833, 2.21701, 0.625
0.957639, 1, -28, 119.583, 2.20528, 0.625
0.995833, 1, -3, 118.75, 2.40469, 0.625
1.03542, 1, -6, 117.917, 2.38123, 0.625
1.07569, 1, -13, 117.5, 2.28739, 0.625
1.11458, 1, -17, 117.5, 2.28739, 0.625
1.15556, 1, -24, 117.5, 2.21701, 0.625
1.19514, 1, -1, 117.917, 2.42815, 0.625
1.23542, 1, -4, 118.75, 2.35777, 0.625
1.23542, 1, -11, 119.583, 2.35777, 0.625
1.31806, 1, -20, 120.417, 2.2522, 0.625
1.35833, 1, -27, 120.833, 2.19355, 0.375
1.4, 1, -34, 121.667, 2.1349, 0.375
1.43958, 1, -12, 122.083, 2.32258, 0.375
1.43958, 1, -16, 122.083, 2.28739, 0.375
1.51944, 1, -20, 121.667, 2.2522, 0.375
1.55903, 1, -26, 120.833, 2.22874, 0.375
1.59861, 1, -32, 120.417, 2.17009, 0.375
1.63681, 1, -7, 119.583, 2.39296, 0.375
1.67569, 1, -9, 118.75, 2.3695, 0.625
1.71528, 1, -13, 117.917, 2.34604, 0.625
1.71528, 1, -18, 117.5, 2.29912, 0.625
1.75486, 1, -23, 117.083, 2.2522, 0.625
1.79375, 1, -28, 117.083, 2.20528, 0.625
1.83333, 1, -3, 117.083, 2.41642, 0.625
1.9125, 1, -8, 117.5, 2.35777, 0.625
1.95208, 1, -14, 117.917, 2.31085, 0.625
1.99167, 1, -19, 118.333, 2.28739, 0.625
2.03125, 1, -24, 118.333, 2.21701, 0.375
2.07014, 1, -3, 118.333, 2.40469, 0.625
2.14792, 1, -7, 117.917, 2.3695, 0.625
2.18819, 1, -13, 117.5, 2.32258, 0.625
2.22778, 1, -18, 117.5, 2.27566, 0.625
2.26806, 1, -25, 117.917, 2.21701, 0.375
2.26806, 1, 0, 118.333, 2.40469, 0.375
2.34722, 1, -5, 119.167, 2.39296, 0.625
2.38819, 1, -11, 119.583, 2.33431, 0.625
2.43056, 1, -18, 120, 2.29912, 0.625
2.47083, 1, -27, 120.417, 2.19355, 0.375
2.51111, 1, -5, 120.833, 2.39296, 0.375
2.51111, 1, -8, 121.25, 2.38123, 0.375
2.59097, 1, -14, 121.667, 2.31085, 0.375
2.62986, 1, -19, 121.25, 2.26393, 0.375
2.66944, 1, -24, 120.833, 2.21701, 0.375
2.70833, 1, -28, 119.583, 2.20528, 0.375
2.74722, 1, -4, 118.75, 2.39296, 0.625
2.78611, 1, -7, 117.917, 2.35777, 0.625
2.82639, 1, -12, 117.5, 2.32258, 0.625
2.82639, 1, -18, 117.5, 2.29912, 0.375
2.86667, 1, -24, 117.917, 2.21701, 0.375
2.94514, 1, 0, 118.333, 2.42815, 0.375
2.98403, 1, -1, 118.333, 2.42815, 0.625
3.02431, 1, -8, 118.333, 2.35777, 0.625
3.06458, 1, -14, 118.333, 2.33431, 0.375
3.10417, 1, -19, 118.333, 2.28739, 0.375
3.14375, 1, -25, 118.75, 2.21701, 0.375
3.18264, 1, -1, 118.75, 2.45161, 0.375
3.22222, 1, -4, 119.167, 2.41642, 0.375
3.26319, 1, -10, 118.75, 2.34604, 0.375
3.30417, 1, -18, 119.167, 2.27566, 0.375
3.34306, 1, -23, 119.167, 2.22874, 0.375
3.38264, 1, 0, 119.167, 2.42815, 0.375
3.42361, 1, -4, 119.583, 2.35777, 0.625
3.46389, 1, -11, 120, 2.33431, 0.625
3.50417, 1, -16, 120.417, 2.31085, 0.625
3.54375, 1, -23, 120.417, 2.2522, 0.625
3.58333, 1, -29, 120.417, 2.18182, 0.625
3.62153, 1, -3, 120, 2.42815, 0.625
3.62153, 1, -5, 119.583, 2.41642, 0.625
3.66111, 1, -12, 118.75, 2.32258, 0.625
3.70139, 1, -18, 118.333, 2.27566, 0.375
3.78056, 1, -23, 117.917, 2.22874, 0.375
3.78056, 1, -25, 117.917, 2.43988, 0.375
3.85903, 1, -2, 118.333, 2.38123, 0.625
3.89931, 1, -8, 118.333, 2.35777, 0.375
3.89931, 1, -13, 118.333, 2.32258, 0.375
3.93958, 1, -19, 118.333, 2.26393, 0.375
4.01806, 1, -24, 118.75, 2.21701, 0.375
4.01806, 1, 3, 118.75, 2.45161, 0.375
4.09653, 1, -2, 118.75, 2.41642, 0.375
4.13611, 1, -8, 118.333, 2.35777, 0.375
4.17639, 1, -14, 117.917, 2.31085, 0.375
4.17639, 1, -19, 118.333, 2.2545, 0.375
4.21597, 1, 4, 118.333, 2.45308, 0.375
4.29583, 1, -3, 118.75, 2.39467, 0.375
4.33611, 1, -6, 119.167, 2.33627, 0.375
4.37639, 1, -12, 119.583, 2.3129, 0.375
4.41736, 1, -21, 120, 2.20777, 0.375
4.45764, 1, -27, 120.417, 2.19355, 0.375
4.45764, 1, -1, 120.417, 2.42815, 0.375
4.49722, 1, -7, 120.833, 2.3695, 0.375
4.57847, 1, -13, 120.833, 2.32258, 0.375
4.57847, 1, -21, 120.833, 2.2522, 0.375
4.65833, 1, -27, 120.833, 2.19355, 0.375
4.65833, 1, -2, 120.417, 2.43988, 0.375
4.73681, 1, -7, 120, 2.39296, 0.375
4.77569, 1, -10, 119.583, 2.34604, 0.375
4.81458, 1, -14, 118.75, 2.31085, 0.375
4.81458, 1, -17, 118.75, 2.31085, 0.375
4.89236, 1, -23, 117.083, 2.22874, 0.625
4.93125, 1, 2, 116.667, 2.42972, 0.625
4.97083, 1, -1, 116.667, 2.38299, 0.625
5.01111, 1, -7, 117.083, 2.35963, 0.625
5.05208, 1, -15, 117.5, 2.2545, 0.375
5.05208, 1, -20, 118.333, 2.24282, 0.375
5.12986, 1, 5, 118.75, 2.45161, 0.375
5.16875, 1, 2, 118.75, 2.46334, 0.375
5.20833, 1, -2, 118.75, 2.41642, 0.375
5.24861, 1, -8, 118.333, 2.35777, 0.625
5.24861, 1, -16, 118.333, 2.28739, 0.375
5.32917, 1, -22, 118.333, 2.24047, 0.375
5.32917, 1, 4, 118.333, 2.46334, 0.375
5.40972, 1, -2, 119.583, 2.40635, 0.375
5.40972, 1, -11, 120.417, 2.32458, 0.375
5.45139, 1, -18, 120.833, 2.26618, 0.375
5.49167, 1, -23, 121.25, 2.21945, 0.375
5.57222, 1, 0, 121.25, 2.41804, 0.375
5.57222, 1, -4, 121.25, 2.38299, 0.375
5.61181, 1, -11, 120.833, 2.33431, 0.375
5.69236, 1, -17, 120.833, 2.28739, 0.375
5.69236, 1, -24, 120.417, 2.21701, 0.375
5.77292, 1, -30, 120.417, 2.19355, 0.375
5.81111, 1, -3, 120.417, 2.39296, 0.375
5.85, 1, -6, 120, 2.40469, 0.375
5.85, 1, -13, 119.167, 2.32258, 0.375
5.93056, 1, -18, 118.75, 2.27566, 0.375
5.96944, 1, -24, 118.333, 2.21701, 0.375
5.96944, 1, 1, 117.917, 2.42815, 0.375
6.04722, 1, -2, 117.917, 2.41642, 0.375
6.0875, 1, -6, 117.917, 2.38123, 0.375
6.0875, 1, -13, 117.917, 2.3129, 0.375
6.16736, 1, -20, 118.333, 2.24282, 0.375
6.20694, 1, -24, 118.333, 2.20777, 0.375
6.20694, 1, 2, 118.75, 2.41804, 0.375
6.28819, 1, -6, 119.167, 2.37131, 0.375
6.32847, 1, -13, 120, 2.3129, 0.375
6.32847, 1, -20, 120.417, 2.21701, 0.375
6.40903, 1, -26, 120.417, 2.20528, 0.375
6.44861, 1, -3, 120.833, 2.40469, 0.375
6.48681, 1, -7, 120.417, 2.3695, 0.375
6.52708, 1, -10, 120, 2.34604, 0.375
6.52708, 1, -16, 119.167, 2.2522, 0.375
6.56597, 1, -20, 118.75, 2.24282, 0.375
6.60556, 1, -25, 118.333, 2.20777, 0.375
6.64514, 1, 2, 117.917, 2.42972, 0.625
6.72361, 1, -4, 117.5, 2.38299, 0.625
6.72361, 1, -10, 117.917, 2.33627, 0.625
6.80486, 1, -17, 118.333, 2.27786, 0.625
6.80486, 1, -23, 118.75, 2.2522, 0.625
6.84444, 1, 0, 119.583, 2.45161, 0.625
6.92431, 1, -3, 120, 2.40469, 0.625
6.92431, 1, -11, 120, 2.33431, 0.375
7.00625, 1, -17, 120.417, 2.28739, 0.375
7.00625, 1, -23, 120.417, 2.2522, 0.375
7.08542, 1, -29, 120.417, 2.17273, 0.375
7.08542, 1, -3, 120.417, 2.39467, 0.375
7.12431, 1, -7, 120.417, 2.35963, 0.375
7.16389, 1, -12, 119.167, 2.3129, 0.375
7.20278, 1, -17, 118.333, 2.27786, 0.375
7.28333, 1, -24, 117.917, 2.20777, 0.375
7.32361, 1, -2, 118.333, 2.41642, 0.375
7.36181, 1, -4, 118.75, 2.39296, 0.375
7.40347, 1, -10, 119.167, 2.34604, 0.375
7.40347, 1, -20, 119.167, 2.2522, 0.375
7.44583, 1, -28, 120.833, 2.18182, 0.375
7.48611, 1, -33, 121.25, 2.17009, 0.375
7.56458, 1, -9, 121.667, 2.35777, 0.375
7.60486, 1, -12, 121.25, 2.32258, 0.375
7.64514, 1, -19, 120.833, 2.22874, 0.375
7.64514, 1, -23, 120.833, 2.22874, 0.375
7.72292, 1, -28, 119.167, 2.18182, 0.375
7.72292, 1, -4, 118.75, 2.39296, 0.375
7.80139, 1, -8, 118.333, 2.38123, 0.375
7.84097, 1, -11, 117.917, 2.33431, 0.625
7.84097, 1, -19, 117.917, 2.26393, 0.375
7.92083, 1, -24, 117.917, 2.21701, 0.375
7.96042, 1, -28, 118.333, 2.18182, 0.375
7.96042, 1, -2, 118.333, 2.40469, 0.375
7.99861, 1, -5, 118.333, 2.38299, 0.625
8.0375, 1, -9, 117.917, 2.37131, 0.625
8.07708, 1, -15, 117.083, 2.28954, 0.375
8.11597, 1, -20, 116.667, 2.24282, 0.375
8.15556, 1, -22, 116.667, 2.23113, 0.375
8.19375, 1, 3, 116.667, 2.4414, 0.625
8.27431, 1, -4, 117.083, 2.34795, 0.625
8.27431, 1, -13, 117.917, 2.3129, 0.375
8.31528, 1, -17, 118.75, 2.27786, 0.375
8.39514, 1, 0, 119.583, 2.41804, 0.375
8.43681, 1, -4, 120.417, 2.38299, 0.375
8.43681, 1, -8, 121.25, 2.34795, 0.375
8.51806, 1, -14, 121.667, 2.30122, 0.375
8.51806, 1, -22, 121.667, 2.21945, 0.375
8.55903, 1, -28, 121.667, 2.126, 0.375
8.59861, 1, -31, 121.667, 2.11432, 0.375
8.6375, 1, -10, 121.667, 2.23113, 0.375
8.7125, 1, -15, 119.167, 2.10264, 0.375
8.7125, 1, -21, 117.5, 2.00587, 0.375
8.78333, 1, -27, 115, 1.85337, 0.25
8.78333, 1, -31, 112.5, 1.72434, 0.25
8.81597, 1, -9, 108.75, 1.7478, 0.25
8.87292, 1, -12, 104.583, 1.66569, 0.25
8.87292, 1, -14, 99.5833, 1.5132, 0.25
8.89931, 1, -15, 93.75, 1.42527, 0.25
8.92292, 1, -15, 87.0833, 1.2957, 0.25
8.94444, 1, -15, 87.0833, 1.2368, 0.25
8.9625, 1, 1, 73.75, 1.14257, 0.25
8.99236, 1, 6, 67.0833, 1.04834, 0
9.00486, 1, 7, 60, 0.977664, 0.25
9.01458, 1, 10, 52.9167, 0.871652, 0.25
9.02292, 1, 14, 46.25, 0.812757, 0.25
9.02986, 1, 24, 39.5833, 0.718524, 0.25
9.03403, 1, 25, 33.75, 0.647849, 0
9.03403, 1, 30, 27.9167, 0.612512, 0
9.03958, 1, 33, 22.5, 0.553617, 0.25
9.03958, 1, 35, 22.5, 0.496774, 0.25
9.04097, 1, 39, 12.9167, 0.449462, 0.25
9.04167, 1, 41, 9.16667, 0.413978, 0
9.04167, 1, 42, 5.83333, 0.402151, 0
9.04167, 1, 43, 3.75, 0.390323, 0
9.04167, 1, 43, 2.08333, 0.378495, 0
0, 0, 0, 0, 0.560508, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 0.0357771, 0
0, 1, 2, 0, 0.08348, 0
0, 1, 3, 0, 0.16696, 0
0, 1, 6, 0, 0.262366, 0
0, 1, 10, 0, 0.310068, 0
0, 1, 20, 0, 0.536657, 0
0, 1, 29, 0, 0.703617, 0
0, 1, 41, 0, 0.930205, 0
0, 1, 48, 0, 1.1283, 0.25
0.00555556, 1, 53, 2.08333, 1.25894, 0.375
0.0138889, 1, 65, 2.08333, 1.49648, 0.375
0.0256944, 1, 66, 5.83333, 1.62713, 0.625
0.0409722, 1, 63, 11.6667, 1.69839, 0.75
0.0618056, 1, 55, 20, 1.75777, 0.75
0.0861111, 1, 45, 30.4167, 1.77864, 0.75
0.1125, 1, 41, 41.25, 1.8022, 0.625
0.139583, 1, 50, 62.5, 2.07312, 0.75
0.16875, 1, 43, 62.5, 2.14379, 0.75
0.199306, 1, 34, 71.25, 2.17913, 0.75
0.233333, 1, 28, 78.3333, 2.17913, 0.75
0.270139, 1, 18, 85, 2.20528, 0.625
0.306944, 1, 33, 90.8333, 2.43988, 0.625
0.34375, 1, 26, 96.6667, 2.47507, 0.625
0.382639, 1, 15, 102.083, 2.39296, 0.625
0.424306, 1, 2, 106.667, 2.35777, 0.75
0.508333, 1, -8, 115.417, 2.31085, 0.625
0.508333, 1, -13, 115.417, 2.29912, 0.625
0.55, 1, 7, 118.75, 2.4868, 0.625
0.593056, 1, -5, 121.667, 2.39296, 0.625
0.635417, 1, -13, 124.167, 2.32258, 0.625
0.677778, 1, -18, 125.833, 2.22874, 0.625
0.71875, 1, -27, 126.25, 2.19355, 0.375
0.760417, 1, -6, 126.25, 2.38123, 0.375
0.8, 1, -10, 125.833, 2.34604, 0.375
0.839583, 1, -16, 124.583, 2.28739, 0.375
0.879167, 1, -23, 123.333, 2.19355, 0.625
0.919444, 1, -29, 121.667, 2.18182, 0.625
0.959722, 1, -32, 120.833, 2.14663, 0.625
0.999306, 1, -8, 120, 2.3676, 0.375
1.03819, 1, -12, 119.583, 2.33226, 0.375
1.07708, 1, -18, 119.167, 2.28514, 0.625
1.11806, 1, -22, 118.75, 2.2498, 0.625
1.15764, 1, -27, 118.75, 2.20269, 0.625
1.19792, 1, -4, 118.75, 2.3676, 0.375
1.23611, 1, -8, 118.75, 2.35777, 0.375
1.31667, 1, -16, 119.167, 2.28739, 0.625
1.31667, 1, -21, 119.167, 2.2522, 0.625
1.35625, 1, -26, 119.167, 2.22874, 0.375
1.39583, 1, -29, 119.167, 2.18182, 0.375
1.43403, 1, -5, 118.75, 2.39296, 0.375
1.47361, 1, -9, 118.75, 2.35777, 0.625
1.5125, 1, -16, 118.333, 2.2522, 0.625
1.55347, 1, -19, 117.917, 2.26393, 0.375
1.59514, 1, -28, 117.917, 2.14663, 0.375
1.63472, 1, -3, 118.75, 2.40469, 0.375
1.67361, 1, -9, 119.583, 2.35777, 0.375
1.71389, 1, -16, 120, 2.28739, 0.375
1.75486, 1, -23, 120, 2.2522, 0.375
1.79583, 1, -27, 120.417, 2.19355, 0.375
1.83542, 1, -32, 120.417, 2.14663, 0.375
1.87431, 1, -7, 120.417, 2.3695, 0.375
1.91389, 1, -13, 120, 2.34604, 0.375
1.99306, 1, -19, 119.167, 2.26393, 0.375
1.99306, 1, -22, 119.167, 2.24047, 0.375
2.03125, 1, -25, 118.75, 2.21701, 0.375
2.06944, 1, 1, 117.917, 2.42815, 0.375
2.10903, 1, -5, 117.5, 2.39296, 0.375
2.14861, 1, -10, 117.083, 2.3695, 0.375
2.18819, 1, -13, 116.667, 2.28739, 0.375
2.22778, 1, -19, 117.083, 2.22874, 0.375
2.26806, 1, -25, 117.5, 2.21701, 0.375
2.34653, 1, -1, 118.75, 2.42815, 0.375
2.34653, 1, -6, 118.75, 2.38123, 0.375
2.38542, 1, -11, 118.75, 2.33431, 0.375
2.42639, 1, -16, 118.75, 2.21701, 0.625
2.46806, 1, -23, 118.75, 2.22874, 0.375
2.50694, 1, 1, 119.167, 2.42815, 0.375
2.54583, 1, -4, 119.583, 2.39296, 0.375
2.5875, 1, -14, 119.583, 2.31085, 0.375
2.62847, 1, -16, 120, 2.28739, 0.375
2.66806, 1, -27, 120.417, 2.19355, 0.375
2.70972, 1, -32, 120.833, 2.14663, 0.375
2.75069, 1, -10, 121.25, 2.34604, 0.375
2.79167, 1, -18, 121.667, 2.27566, 0.375
2.83264, 1, -24, 122.083, 2.24047, 0.375
2.87292, 1, -28, 122.5, 2.20528, 0.375
2.9125, 1, -33, 122.083, 2.14663, 0.375
2.95278, 1, -10, 122.083, 2.34604, 0.375
2.99097, 1, -14, 121.25, 2.31085, 0.375
3.03056, 1, -20, 120, 2.2522, 0.375
3.07014, 1, -22, 119.167, 2.24047, 0.375
3.10972, 1, -28, 118.333, 2.18182, 0.375
3.14931, 1, -32, 117.917, 2.14663, 0.375
3.18819, 1, -9, 117.917, 2.35777, 0.375
3.22639, 1, -12, 117.917, 2.32258, 0.625
3.26597, 1, -18, 117.5, 2.27566, 0.625
3.30625, 1, -21, 117.5, 2.21701, 0.625
3.34583, 1, -26, 117.5, 2.20528, 0.375
3.38472, 1, -30, 117.5, 2.19355, 0.375
-2.66806, 0, 0, 0, 0.558211, 0
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 0.0238514, 0
0, 1, 0, 0, 0.0477028, 0
0, 1, 2, 0, 0.08348, 0
0, 1, 4, 0, 0.16696, 0
0, 1, 10, 0, 0.310068, 0
0, 1, 16, 0, 0.453177, 0
0, 1, 24, 0, 0.620137, 0
0, 1, 35, 0, 0.810948, 0.25
0, 1, 41, 0, 0.930205, 0.25
0.00138889, 1, 49, 0, 1.09267, 0.25
0.00833333, 1, 63, 0.833333, 1.41334, 0.375
0.01875, 1, 66, 3.33333, 1.56774, 0.375
0.0305556, 1, 67, 7.91667, 1.69839, 0.625
0.0493056, 1, 62, 14.5833, 1.68651, 0.75
0.0722222, 1, 54, 23.75, 1.74589, 0.75
0.0965278, 1, 62, 34.5833, 1.99066, 0.75
0.122222, 1, 56, 45.8333, 2.06134, 0.75
0.15, 1, 51, 56.6667, 2.12023, 0.75
0.180556, 1, 43, 65.8333, 2.14379, 0.75
0.213194, 1, 34, 73.75, 2.17913, 0.625
0.247222, 1, 25, 80.8333, 2.19091, 0.625
0.281944, 1, 43, 86.6667, 2.4868, 0.75
0.31875, 1, 31, 92.5, 2.46334, 0.75
0.359722, 1, 24, 97.9167, 2.43988, 0.75
0.401389, 1, 12, 103.75, 2.42815, 0.625
0.442361, 1, 2, 109.167, 2.38123, 0.625
0.483333, 1, 20, 114.167, 2.58065, 0.375
0.525, 1, 10, 118.333, 2.49853, 0.625
0.568056, 1, 0, 121.667, 2.42815, 0.625
0.610417, 1, -5, 123.75, 2.39296, 0.375
0.652778, 1, -13, 125, 2.32258, 0.375
0.69375, 1, -22, 125.417, 2.24047, 0.375
0.734028, 1, 1, 125.833, 2.42815, 0.375
0.774306, 1, -5, 125.417, 2.41642, 0.375
0.814583, 1, -13, 124.583, 2.32258, 0.375
0.854861, 1, -16, 123.333, 2.28739, 0.375
0.895139, 1, -21, 122.083, 2.27566, 0.375
0.934028, 1, 4, 120.833, 2.46334, 0.375
0.972222, 1, 1, 120, 2.45161, 0.375
1.01111, 1, -5, 119.167, 2.39296, 0.375
1.05069, 1, -8, 118.333, 2.29912, 0.375
1.09028, 1, -13, 117.5, 2.32258, 0.375
1.12986, 1, -18, 117.083, 2.27566, 0.375
1.20972, 1, 5, 117.5, 2.46334, 0.375
1.20972, 1, -5, 117.5, 2.39296, 0.375
1.25208, 1, -9, 118.75, 2.32258, 0.375
1.29375, 1, -17, 120, 2.28739, 0.375
1.33472, 1, -26, 121.25, 2.20528, 0.375
1.41806, 1, -10, 123.75, 2.34604, 0.375
1.41806, 1, -12, 123.75, 2.32258, 0.375
1.45764, 1, -18, 124.167, 2.27566, 0.375
1.49722, 1, -21, 123.75, 2.2522, 0.375
