Pos (rotation), Setpoint, Error (counts), Speed, Voltage, Current
-5.89861, 1, -20, -80.4167, 1.29457, 0.625
-5.90972, 1, -24, -69.1667, 1.11642, 0.625
-5.91806, 1, -30, -58.75, 0.950147, 0.5
-5.92222, 1, -44, -49.1667, 0.855132, 0.5
-5.92431, 1, -50, -39.1667, 0.760117, 0.5
-5.925, 1, -52, -29.5833, 0.724487, 0.5
-5.925, 1, -57, -20.8333, 0.665103, 0.5
-5.925, 1, -60, -13.3333, 0.617595, 0.375
-5.925, 1, -61, -7.5, 0.572434, 0.375
-5.925, 1, -62, -3.75, 0.548583, 0.375
-5.925, 0, -62, 0, 0, 0.125
0, 0, -62, 0, 0, 0.125
0, 0, -62, 0, 0, 0.125
0, 0, -62, 0, 0, 0.125
0, 0, -62, 0, 0, 0.125
0, 0, -62, 0, 0, 0.125
0, 0, -62, 0, 0, 0.125
0, 1, 0, 0, 0, 0.125
0, 1, 0, 0, 0, 0.125
0, 1, 0, 0, 0.0359238, 0.125
0, 1, 2, 0, 0.0838221, 0.125
0, 1, 4, 0, 0.167644, 0.25
0, 1, 10, 0, 0.311339, 0.25
0, 1, 13, 0, 0.371212, 0.125
0, 1, 20, 0, 0.538856, 0.25
0, 1, 29, 0, 0.7065, 0.25
0, 1, 41, 0, 0.934018, 0.25
0, 1, 63, 0, 1.3172, 0.5
-0.000694444, 1, 84, 0, 1.64052, 0.5
-0.00416667, 1, 98, -0.416667, 1.84091, 0.875
-0.0145833, 1, 136, -2.08333, 2.30411, 1.375
-0.0340278, 1, 194, -6.25, 2.98109, 2
-0.0631944, 1, 272, -15.4167, 3.83622, 2.75
-0.105556, 1, 394, -29.5833, 5.16642, 3.875
-0.166667, 1, 460, -50.8333, 6.59164, 5.75
-0.249306, 1, 624, -80.4167, 6.86452, 8.25
-0.355556, 1, 833, -118.333, 8.7695, 11.375
-0.488889, 1, 1092, -165.417, 11.0686, 15.5
-0.655556, 1, 1436, -222.5, 11.2, 19.625
-0.85, 1, 1615, -289.583, 11.2, 20.875
-1.0625, 1, 1998, -364.583, 11.2, 19.5
-1.28611, 1, 2403, -441.667, 10.7, 15.5
-1.51806, 1, 2824, -515, 10.7, 12
-2.00208, 1, 3731, -630.833, 10.7, 8.875
-2.24583, 1, 3954, -669.583, 10.7, 8.25
-2.48889, 1, 4397, -695.833, 10.7, 7.625
-2.74028, 1, 4851, -713.75, 11.3, 7
-2.99236, 1, 5309, -726.25, 11.3, 6.625
-3.24514, 1, 5791, -735.833, 11.3, 6.625
-3.49375, 1, 6248, -742.083, 11.3, 6.25
-3.74861, 1, 6477, -747.5, 11.3, 5.875
-4.00347, 1, 6938, -751.667, 11.3, 5.75
-4.25625, 1, 7397, -755.417, 11.4, 5.75
-4.50764, 1, 7853, -757.5, 11.4, 5.375
-4.76458, 1, 8343, -758.75, 11.4, 5.25
-5.02014, 1, 8576, -760, 11.4, 5
-5.27222, 1, 9033, -761.25, 11.4, 5.125
-5.525, 1, 9491, -761.667, 11.4, 5.125
-5.78194, 1, 9954, -762.083, 11.4, 5.125
-6.0375, 1, 10446, -762.083, 11.4, 5.375
-6.29167, 1, 10905, -763.333, 11.4, 5.25
-6.54653, 1, 11136, -763.333, 11.4, 5.25
-6.80417, 1, 11601, -764.167, 11.4, 5.125
-7.06042, 1, 12065, -765, 11.4, 5
-7.31458, 1, 12525, -766.25, 11.4, 5.25
-7.56806, 1, 13013, -766.25, 11.4, 5
-7.82639, 1, 13246, -766.25, 11.4, 5
-8.08333, 1, 13711, -766.25, 11.4, 4.75
-8.33542, 1, 14171, -767.083, 11.4, 5.125
-8.58958, 1, 14629, -766.25, 11.4, 5.25
-8.84583, 1, 15119, -765.833, 11.4, 5.25
-9.1, 1, 15579, -765, 11.4, 5.75
-9.35208, 1, 15808, -764.583, 11.4, 5.75
-9.60486, 1, 16264, -762.917, 11.4, 6.125
-9.85972, 1, 16725, -762.083, 11.4, 6.125
-10.1118, 1, 17182, -760.833, 11.4, 6.125
-10.3611, 1, 17662, -760.417, 11.35, 6
-10.6125, 1, 17891, -758.75, 11.35, 5.875
-10.8653, 1, 18350, -757.5, 11.35, 6
-11.1181, 1, 18804, -756.25, 11.35, 6.5
-11.366, 1, 19254, -755.417, 11.35, 6.75
-11.6174, 1, 19739, -753.75, 11.35, 6.25
-11.8688, 1, 20195, -752.917, 11.35, 6.125
-12.1208, 1, 20421, -752.5, 11.35, 6.25
-12.3688, 1, 20874, -752.5, 11.35, 6.5
-12.6188, 1, 21328, -751.25, 11.35, 6.75
-12.8688, 1, 21784, -751.25, 11.35, 6.5
-13.1201, 1, 22263, -750.833, 11.35, 6.625
-13.3674, 1, 22487, -750.833, 11.3, 6.75
-13.6174, 1, 22941, -749.583, 11.3, 6.875
-13.8681, 1, 23396, -749.167, 11.3, 7
-14.1188, 1, 23850, -749.167, 11.3, 6.625
-14.366, 1, 24326, -749.167, 11.3, 6.625
-14.6146, 1, 24778, -748.75, 11.3, 6.25
-14.8639, 1, 25232, -748.333, 11.3, 6.25
-15.1125, 1, 25456, -747.5, 11.3, 6.625
-15.359, 1, 25903, -747.083, 11.3, 6.125
-15.6083, 1, 26356, -745.417, 11.3, 6.5
18.3875, 0, 26756, 0, 0, 0.25
0, 0, 26756, 0, 0, 0.125
0, 0, 26756, 0, 0, 0.125
0, 0, 26756, 0, 0, 0.125
0, 0, 26756, 0, 0, 0.125
0, 0, 26756, 0, 0, 0.125
0, 0, 26756, 0, 0, 0.125
0, 1, 0, 0, 0, 0.125
0, 1, 0, 0, 0, 0.125
0, 1, 1, 0, 0.0478983, 0.125
0, 1, 2, 0, 0.0838221, 0.25
0, 1, 4, 0, 0.167644, 0.25
0, 1, 8, 0, 0.263441, 0.25
0, 1, 13, 0, 0.371212, 0.25
0, 1, 20, 0, 0.538856, 0.25
0, 1, 35, 0, 0.814272, 0.25
0, 1, 41, 0, 1.06574, 0.25
0, 1, 55, 0, 1.18548, 0.25
0.000694444, 1, 71, 0, 1.4609, 0.5
0.00277778, 1, 86, 0, 1.70039, 0.625
0.00972222, 1, 109, 1.25, 2.09555, 0.875
0.0201389, 1, 116, 4.16667, 2.28715, 1.25
0.0361111, 1, 118, 9.16667, 2.34194, 1.375
0.0555556, 1, 118, 16.6667, 2.43656, 1.5
0.0784722, 1, 115, 26.6667, 2.53118, 1.625
0.103472, 1, 112, 37.9167, 2.63763, 1.625
0.130556, 1, 130, 49.1667, 3.01613, 1.75
0.161111, 1, 126, 60, 3.0043, 2
0.194444, 1, 119, 69.1667, 3.06344, 2
0.229861, 1, 110, 77.9167, 3.02639, 2.125
0.266667, 1, 102, 86.25, 3.07331, 2.125
0.303472, 1, 122, 93.3333, 3.33138, 2.25
0.340972, 1, 115, 100, 3.33138, 2.375
0.38125, 1, 110, 105, 3.30792, 2.5
0.422917, 1, 100, 109.583, 3.261, 2.5
0.465278, 1, 90, 113.333, 3.20235, 2.375
0.508333, 1, 78, 117.083, 3.1085, 2.25
0.552083, 1, 94, 120.833, 3.24927, 2.125
0.597222, 1, 88, 124.167, 3.20235, 2
0.640972, 1, 75, 127.5, 3.08504, 1.75
0.684028, 1, 65, 129.583, 3.02722, 1.625
0.727778, 1, 51, 130.417, 2.85054, 1.5
0.771528, 1, 69, 130.833, 3.039, 1.5
0.8125, 1, 66, 130.833, 2.99189, 1.5
0.852778, 1, 59, 129.583, 2.95655, 1.25
0.894444, 1, 51, 128.333, 2.88587, 1.375
0.935417, 1, 43, 126.667, 2.79164, 1.25
0.975, 1, 38, 125.417, 2.76808, 1.25
1.01389, 1, 63, 123.333, 3.01544, 1.25
1.05347, 1, 60, 121.667, 2.96833, 1
1.09444, 1, 52, 120.417, 2.89765, 1.25
1.13472, 1, 46, 120, 2.86232, 1.25
1.17431, 1, 41, 119.583, 2.80323, 1.25
1.21319, 1, 66, 119.167, 3.05161, 1.375
1.25208, 1, 61, 119.167, 2.98065, 1.5
1.28958, 1, 61, 118.75, 3.0043, 1.625
1.32708, 1, 59, 117.917, 2.99247, 1.625
1.36458, 1, 56, 116.25, 2.94516, 1.625
1.40278, 1, 51, 115, 2.8739, 1.75
1.44236, 1, 75, 114.167, 3.08504, 1.75
1.48264, 1, 69, 114.167, 3.02639, 1.75
1.52361, 1, 64, 115, 2.9912, 1.625
1.56528, 1, 55, 116.667, 2.90909, 1.625
1.60764, 1, 47, 118.75, 2.86217, 1.5
1.64792, 1, 69, 120.833, 3.06256, 1.375
1.6875, 1, 66, 122.5, 3.039, 1.375
1.72847, 1, 59, 122.917, 2.95655, 1.375
1.77083, 1, 49, 122.917, 2.86232, 1.375
1.81111, 1, 43, 122.917, 2.8152, 1.375
1.85, 1, 39, 122.5, 2.77986, 1.375
1.88958, 1, 62, 121.667, 2.98011, 1.375
1.92986, 1, 58, 120.833, 2.94477, 1.375
1.96944, 1, 53, 120.417, 2.89765, 1.375
2.00903, 1, 48, 119.583, 2.88587, 1.375
2.04792, 1, 42, 119.167, 2.80342, 1.25
2.08889, 1, 63, 118.75, 2.99189, 1.375
2.12917, 1, 61, 119.167, 2.96833, 1.375
2.16875, 1, 55, 119.167, 2.92121, 1.375
2.20833, 1, 50, 119.583, 2.89765, 1.375
2.24722, 1, 45, 119.167, 2.82698, 1.5
2.28611, 1, 42, 119.167, 2.80342, 1.5
2.32292, 1, 70, 118.333, 3.05078, 1.625
2.35972, 1, 69, 117.083, 3.02639, 1.625
2.39861, 1, 65, 115.417, 2.9912, 1.75
2.43889, 1, 58, 114.583, 2.95601, 2
2.47917, 1, 51, 114.583, 2.8739, 1.75
2.51944, 1, 73, 115.417, 3.06158, 1.625
2.56042, 1, 70, 117.083, 3.03812, 1.5
2.60208, 1, 61, 118.75, 2.95601, 1.625
2.64306, 1, 54, 120.417, 2.89736, 1.5
2.68403, 1, 47, 121.667, 2.83871, 1.5
2.72431, 1, 39, 122.083, 2.76833, 1.375
2.76597, 1, 59, 122.5, 2.94428, 1.375
2.80694, 1, 56, 122.917, 2.92082, 1.375
2.84653, 1, 49, 122.5, 2.81525, 1.25
2.8875, 1, 42, 122.5, 2.80342, 1.25
2.96875, 1, 31, 122.083, 2.67385, 1
3.00764, 1, 56, 121.667, 2.93299, 1.25
3.00764, 1, 54, 121.667, 2.90943, 1.25
3.04722, 1, 51, 120.833, 2.85054, 1
3.08819, 1, 43, 120.417, 2.8152, 1.25
3.12847, 1, 36, 120, 2.7563, 1.25
3.16806, 1, 31, 120, 2.70919, 1.25
3.20625, 1, 57, 119.583, 2.93299, 1.375
3.24444, 1, 56, 119.167, 2.95655, 1.5
3.28333, 1, 52, 118.75, 2.92121, 1.625
3.32014, 1, 51, 117.5, 2.8739, 1.625
3.35694, 1, 50, 115.833, 2.86217, 1.75
3.39375, 1, 76, 114.167, 3.09677, 2
3.43333, 1, 71, 112.917, 3.07331, 2
3.47222, 1, 69, 112.917, 3.02639, 2
3.51319, 1, 61, 113.333, 2.95601, 2
3.55347, 1, 54, 115, 2.90943, 1.625
3.59444, 1, 47, 116.667, 2.85054, 1.75
3.63472, 1, 69, 118.75, 3.039, 1.75
3.675, 1, 66, 120, 3.01544, 1.625
3.71597, 1, 59, 120.833, 2.95655, 1.5
3.75903, 1, 48, 121.667, 2.86232, 1.625
3.80069, 1, 39, 122.083, 2.77986, 1.5
3.84028, 1, 62, 122.917, 2.98011, 1.5
3.88125, 1, 59, 123.333, 2.90943, 1.375
3.92222, 1, 51, 123.333, 2.88587, 1.375
3.96389, 1, 42, 123.333, 2.80342, 1.375
4.00417, 1, 37, 122.917, 2.7563, 1.375
4.04306, 1, 31, 122.5, 2.70919, 1.25
4.08333, 1, 54, 121.667, 2.90943, 1.375
4.12292, 1, 52, 121.25, 2.89765, 1.375
4.16181, 1, 47, 120.417, 2.85054, 1.375
4.20069, 1, 43, 119.583, 2.83876, 1.375
4.23958, 1, 38, 118.333, 2.76808, 1.5
4.27778, 1, 64, 117.5, 2.9912, 1.625
4.31458, 1, 64, 116.667, 2.9912, 1.625
4.35139, 1, 63, 115.833, 3.00293, 1.75
4.39028, 1, 60, 114.583, 2.95601, 1.75
4.42986, 1, 53, 113.75, 2.88563, 2
4.47083, 1, 46, 114.167, 2.85044, 1.75
4.51111, 1, 68, 115, 3.02639, 1.75
4.55139, 1, 64, 116.667, 2.95601, 1.625
4.59375, 1, 56, 118.75, 2.94428, 1.625
4.63472, 1, 47, 120.417, 2.83871, 1.5
4.67569, 1, 40, 121.667, 2.78006, 1.5
4.71597, 1, 62, 122.5, 2.96774, 1.375
4.75694, 1, 54, 122.917, 2.90943, 1.5
4.79792, 1, 51, 122.917, 2.88587, 1.5
4.8375, 1, 46, 122.5, 2.83876, 1.5
4.87708, 1, 40, 122.083, 2.8152, 1.375
4.91667, 1, 34, 121.25, 2.73275, 1.375
4.95625, 1, 57, 120.417, 2.92121, 1.375
4.99583, 1, 53, 119.583, 2.88563, 1.375
5.03542, 1, 50, 119.167, 2.88563, 1.25
5.075, 1, 44, 118.75, 2.83871, 1.25
5.11597, 1, 37, 118.75, 2.74487, 1.375
5.15556, 1, 61, 119.167, 2.95601, 1.5
5.19306, 1, 60, 119.167, 2.92082, 1.5
5.23194, 1, 56, 118.75, 2.94428, 1.5
5.27083, 1, 51, 118.333, 2.8739, 1.625
5.30903, 1, 48, 117.5, 2.85044, 1.625
5.34583, 1, 47, 116.667, 2.83871, 1.75
5.38333, 1, 74, 115.417, 3.09677, 1.75
5.42222, 1, 71, 114.583, 3.07331, 2
5.46389, 1, 62, 114.167, 2.93255, 2
5.50486, 1, 55, 115, 2.90909, 1.75
5.54583, 1, 48, 116.25, 2.85044, 1.625
5.58611, 1, 69, 118.333, 3.04985, 1.625
5.62778, 1, 61, 120.417, 2.95601, 1.625
5.66806, 1, 58, 121.667, 2.94428, 1.625
5.70903, 1, 51, 122.083, 2.89736, 1.5
5.75, 1, 43, 122.5, 2.80352, 1.5
5.79167, 1, 35, 122.5, 2.73314, 1.5
5.83125, 1, 59, 122.5, 2.94428, 1.375
5.87014, 1, 56, 122.083, 2.92082, 1.5
5.91111, 1, 48, 121.667, 2.81525, 1.375
5.95278, 1, 40, 121.667, 2.78006, 1.375
5.99306, 1, 33, 121.25, 2.72097, 1.375
6.03264, 1, 57, 121.25, 2.93299, 1.375
6.07222, 1, 55, 120.833, 2.92121, 1.375
6.11319, 1, 47, 120.833, 2.8152, 1.375
6.15278, 1, 42, 120.417, 2.82698, 1.375
6.19236, 1, 37, 120, 2.77986, 1.375
6.23056, 1, 33, 119.583, 2.70968, 1.375
6.26875, 1, 60, 119.167, 2.97947, 1.5
6.30625, 1, 59, 118.333, 2.96774, 1.625
6.34375, 1, 57, 116.667, 2.94428, 1.625
6.38125, 1, 54, 115.417, 2.92082, 1.625
6.42014, 1, 50, 114.167, 2.86217, 1.75
6.45972, 1, 72, 113.333, 3.06158, 2
6.5, 1, 69, 114.167, 3.02639, 1.75
6.53958, 1, 64, 115, 2.9912, 1.75
6.58056, 1, 56, 116.667, 2.88563, 1.625
6.62153, 1, 48, 118.333, 2.85044, 1.625
6.66181, 1, 42, 119.583, 2.79179, 1.625
6.70069, 1, 66, 120.417, 3.00293, 1.625
6.74167, 1, 62, 120.833, 2.96774, 1.5
6.78403, 1, 52, 120.833, 2.88563, 1.5
6.825, 1, 45, 121.25, 2.81525, 1.5
6.86458, 1, 39, 121.667, 2.76833, 1.5
6.90556, 1, 61, 121.667, 2.96833, 1.375
6.98681, 1, 50, 122.083, 2.8741, 1.25
6.98681, 1, 46, 122.083, 2.83876, 1.25
7.02708, 1, 44, 121.667, 2.85054, 1.25
7.06736, 1, 36, 121.25, 2.72097, 1
7.10764, 1, 31, 121.25, 2.70919, 1.375
7.14722, 1, 55, 121.25, 2.94477, 1.375
7.18611, 1, 52, 120.833, 2.89765, 1.375
7.225, 1, 48, 120, 2.86232, 1.375
7.2625, 1, 45, 119.167, 2.82698, 1.5
7.30069, 1, 43, 117.917, 2.83876, 1.75
7.3375, 1, 70, 116.25, 3.05078, 1.75
7.37431, 1, 71, 115, 3.08612, 2
7.4125, 1, 67, 113.75, 3.03812, 2
7.45347, 1, 58, 113.333, 2.93255, 2
7.49514, 1, 51, 113.75, 2.83871, 1.75
7.53611, 1, 44, 115.417, 2.81525, 1.75
7.57639, 1, 66, 117.5, 3.00293, 1.5
7.61667, 1, 62, 119.583, 2.96774, 1.5
7.65903, 1, 54, 121.25, 2.92082, 1.5
7.69931, 1, 46, 122.083, 2.82698, 1.5
7.74097, 1, 38, 122.5, 2.78006, 1.375
7.78194, 1, 59, 122.5, 2.94428, 1.375
7.82222, 1, 56, 122.917, 2.92082, 1.375
7.86111, 1, 51, 122.5, 2.89736, 1.375
7.90208, 1, 44, 122.083, 2.81525, 1.375
7.94236, 1, 37, 121.667, 2.76833, 1.375
7.98333, 1, 30, 121.25, 2.68622, 1.375
8.02292, 1, 54, 120.833, 2.89736, 1.375
8.06181, 1, 51, 120.417, 2.8739, 1.375
8.10278, 1, 44, 120.417, 2.81525, 1.375
8.14306, 1, 37, 120, 2.74487, 1.375
8.18194, 1, 34, 120, 2.72141, 1.375
8.21944, 1, 61, 119.167, 2.97947, 1.5
8.25694, 1, 59, 118.333, 2.94428, 1.5
8.29444, 1, 58, 117.083, 2.95601, 1.75
8.33333, 1, 54, 115.833, 2.89736, 1.75
8.37153, 1, 51, 114.583, 2.89736, 2
8.40972, 1, 45, 113.75, 2.81525, 2
8.44931, 1, 72, 113.75, 3.06158, 2
8.49097, 1, 65, 114.583, 2.97947, 2
8.53125, 1, 57, 116.25, 2.8739, 1.75
8.57222, 1, 49, 117.917, 2.76833, 1.625
8.61111, 1, 40, 119.167, 2.65103, 1.5
8.65, 1, 60, 120, 2.73314, 1.5
8.68681, 1, 54, 120, 2.61584, 1.375
8.72222, 1, 51, 118.75, 2.51026, 1.25
8.75694, 1, 44, 116.25, 2.35777, 1
8.78958, 1, 39, 112.917, 2.22874, 1
8.82014, 1, 35, 108.75, 2.0849, 0.875
8.84722, 1, 54, 104.167, 2.03778, 0.875
8.87222, 1, 51, 99.1667, 1.96711, 0.875
8.89514, 1, 48, 86.6667, 1.7433, 0.625
8.91667, 1, 47, 86.6667, 1.70797, 0.625
8.93542, 1, 46, 80, 1.54946, 0.625
8.95278, 1, 58, 73.3333, 1.49032, 0.625
8.96736, 1, 57, 66.6667, 1.41935, 0.75
8.98056, 1, 57, 60.4167, 1.3129, 0.625
8.99097, 1, 58, 54.5833, 1.20645, 0.625
8.99861, 1, 61, 48.3333, 1.1, 0.5
9.00417, 1, 64, 41.6667, 1.00538, 0.5
9.00764, 1, 73, 34.5833, 0.950147, 0.5
9.01042, 1, 74, 27.9167, 0.926393, 0.5
9.01181, 1, 77, 21.25, 0.867009, 0.5
9.01181, 1, 81, 15.4167, 0.843255, 0.5
9.01181, 1, 84, 10.4167, 0.819501, 0.5
9.01181, 1, 85, 6.66667, 0.771994, 0.5
9.01181, 1, 86, 3.75, 0.771994, 0.5
9.01181, 1, 86, 1.66667, 0.760117, 0.5
9.01181, 1, 86, 0.416667, 0.760117, 0.5
9.01181, 0, 86, 0, 0, 0.125
0, 0, 86, 0, 0, 0.125
0, 0, 86, 0, 0, 0.125
0, 0, 86, 0, 0, 0.125
0, 0, 86, 0, 0, 0.125
0, 0, 86, 0, 0, 0.125
0, 0, 86, 0, 0, 0.125
0, 1, 0, 0, 0, 0.125
0, 1, 0, 0, 0.0239492, 0.125
0, 1, 0, 0, 0.0359238, 0.125
0, 1, 2, 0, 0.0838221, 0.25
0, 1, 4, 0, 0.167644, 0.25
0, 1, 8, 0, 0.263441, 0.25
0, 1, 16, 0, 0.455034, 0.25
0, 1, 20, 0, 0.538856, 0.25
0, 1, 29, 0, 0.7065, 0.25
0, 1, 41, 0, 0.934018, 0.5
0, 1, 55, 0, 1.18548, 0.5
0, 1, 81, 0, 1.58065, 0.5
0.00277778, 1, 89, 0, 1.74829, 0.75
0.00972222, 1, 106, 1.25, 2.05469, 1
0.0229167, 1, 108, 4.16667, 2.13783, 1.375
0.0402778, 1, 110, 10, 2.28035, 1.5
0.0611111, 1, 106, 18.75, 2.33974, 1.5
0.0854167, 1, 119, 29.5833, 2.63666, 1.5
0.1125, 1, 116, 41.6667, 2.68416, 1.625
0.143056, 1, 106, 54.1667, 2.7563, 1.625
0.173611, 1, 102, 65.4167, 2.7563, 1.625
0.205556, 1, 97, 75, 2.85054, 1.625
0.240278, 1, 115, 82.5, 3.15679, 1.75
0.277083, 1, 111, 89.1667, 3.14501, 2.125
0.315278, 1, 103, 95, 3.16857, 2.25
0.354861, 1, 94, 100.417, 3.13324, 2.25
0.395139, 1, 84, 105.417, 3.0979, 2.125
0.436806, 1, 74, 110.417, 3.039, 2.125
0.479861, 1, 89, 115, 3.16857, 2.125
0.523611, 1, 84, 119.167, 3.18035, 2
0.566667, 1, 73, 122.917, 3.07434, 2
0.609722, 1, 62, 125.417, 2.94477, 1.625
0.652083, 1, 53, 127.5, 2.92121, 1.625
0.69375, 1, 73, 128.333, 3.07434, 1.625
0.735417, 1, 68, 128.333, 3.00367, 1.625
0.777083, 1, 60, 127.5, 2.96833, 1.5
0.818056, 1, 52, 126.667, 2.89765, 1.5
0.858333, 1, 44, 125.417, 2.79164, 1.5
0.898611, 1, 39, 124.167, 2.77986, 1.5
0.938194, 1, 62, 123.333, 2.98011, 1.5
0.979861, 1, 57, 122.5, 2.93299, 1.5
1.02014, 1, 49, 121.667, 2.82698, 1.375
1.06042, 1, 43, 121.25, 2.77986, 1.375
1.10139, 1, 36, 121.25, 2.72097, 1.375
1.14167, 1, 59, 121.25, 2.95655, 1.375
1.18056, 1, 54, 121.25, 2.90943, 1.5
1.21944, 1, 52, 120.833, 2.89765, 1.5
1.25764, 1, 49, 120, 2.88587, 1.5
1.29653, 1, 46, 118.75, 2.86232, 1.625
1.33472, 1, 43, 117.5, 2.83876, 1.625
1.37153, 1, 70, 116.25, 3.05078, 1.75
1.40972, 1, 68, 115, 3.06256, 1.75
1.44931, 1, 63, 114.167, 2.99189, 1.75
1.49097, 1, 54, 114.583, 2.90943, 1.75
1.53194, 1, 46, 115.417, 2.83876, 1.625
1.57153, 1, 69, 117.083, 3.039, 1.625
1.61181, 1, 67, 118.75, 3.05078, 1.5
1.65278, 1, 59, 120.417, 2.95655, 1.625
1.69375, 1, 52, 121.25, 2.89765, 1.625
1.73403, 1, 45, 121.25, 2.82698, 1.5
1.77431, 1, 38, 121.25, 2.76808, 1.5
1.81389, 1, 64, 121.25, 2.96833, 1.5
1.85417, 1, 59, 121.25, 2.98011, 1.5
1.89444, 1, 51, 120.833, 2.88587, 1.5
1.93542, 1, 44, 120.833, 2.82698, 1.375
1.97639, 1, 37, 120.417, 2.7563, 1.5
2.01667, 1, 60, 120.833, 2.96833, 1.375
2.05556, 1, 57, 120.833, 2.95655, 1.375
2.09653, 1, 50, 120.833, 2.8741, 1.375
2.13681, 1, 44, 120.833, 2.82698, 1.375
2.17639, 1, 38, 120.833, 2.76808, 1.375
2.21458, 1, 35, 120, 2.74453, 1.375
2.25139, 1, 64, 119.167, 2.99189, 1.375
2.28889, 1, 63, 117.917, 3.01544, 1.75
2.32708, 1, 58, 116.25, 2.94477, 1.875
2.36597, 1, 55, 115, 2.92121, 1.875
2.40417, 1, 51, 114.167, 2.88587, 2
2.44375, 1, 75, 113.75, 3.0979, 1.75
2.48472, 1, 70, 114.583, 3.05078, 1.875
2.52569, 1, 63, 115.833, 2.97947, 1.75
2.56667, 1, 55, 117.917, 2.90909, 1.625
2.60764, 1, 47, 119.583, 2.83871, 1.5
2.64861, 1, 41, 120.833, 2.80352, 1.625
2.68889, 1, 66, 122.083, 3.02639, 1.625
2.72986, 1, 57, 122.5, 2.92082, 1.5
2.77153, 1, 49, 122.5, 2.88587, 1.375
2.8125, 1, 41, 122.5, 2.7563, 1.5
2.85278, 1, 36, 122.5, 2.77986, 1.375
2.89306, 1, 59, 122.5, 2.95655, 1.375
2.93194, 1, 56, 122.083, 2.89765, 1.375
2.97222, 1, 50, 121.25, 2.8741, 1.375
3.01319, 1, 42, 120.833, 2.76808, 1.375
3.05208, 1, 38, 120, 2.76808, 1.375
3.09167, 1, 32, 119.583, 2.72097, 1.375
3.13125, 1, 58, 119.583, 2.92121, 1.375
3.17153, 1, 52, 119.583, 2.92121, 1.5
3.21042, 1, 48, 119.167, 2.88587, 1.5
3.24931, 1, 44, 118.75, 2.83871, 1.5
3.28611, 1, 41, 117.917, 2.78006, 1.5
3.32431, 1, 68, 117.083, 3.04985, 1.75
3.3625, 1, 38, 115.833, 2.7566, 1.75
-1.83611, 0, 0, 0, -0.0957967, 0.25
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 0, 0, 0, 0, 0.125
0, 1, 0, 0, 0, 0.125
0, 1, 0, 0, 0.0239492, 0.125
0, 1, 0, 0, 0.0359238, 0.125
0, 1, 2, 0, 0.0838221, 0.25
0, 1, 4, 0, 0.167644, 0.25
0, 1, 8, 0, 0.263441, 0.25
0, 1, 16, 0, 0.455034, 0.25
0, 1, 20, 0, 0.538856, 0.25
0, 1, 35, 0, 0.814272, 0.25
0.00138889, 1, 39, 0, 0.922043, 0.25
0.00347222, 1, 50, 0.416667, 1.11364, 0.5
0.00416667, 1, 66, 1.25, 1.413, 0.5
0.00486111, 1, 94, 2.08333, 1.83211, 0.5
0.0180556, 1, 93, 3.75, 1.82903, 0.625
0.0347222, 1, 95, 7.91667, 2.01906, 0.75
0.0534722, 1, 95, 15, 2.14971, 0.875
0.0756944, 1, 90, 24.5833, 2.19721, 1.25
0.0993056, 1, 104, 35.8333, 2.50601, 1.5
0.127083, 1, 102, 47.9167, 2.55352, 1.75
0.157639, 1, 94, 59.1667, 2.5914, 1.75
0.189583, 1, 83, 68.75, 2.66207, 1.75
0.222917, 1, 80, 76.6667, 2.70919, 1.875
0.258333, 1, 71, 84.1667, 2.69741, 1.875
0.295139, 1, 89, 91.25, 3.00367, 1.75
0.334028, 1, 80, 97.5, 2.98011, 1.625
0.372917, 1, 76, 102.5, 2.96774, 1.5
0.413194, 1, 67, 107.083, 2.93255, 1.5
0.454167, 1, 58, 111.25, 2.88563, 1.625
0.494444, 1, 79, 115, 3.1085, 1.625
0.534722, 1, 74, 117.5, 3.09677, 1.625
0.576389, 1, 68, 119.583, 3.02639, 1.5
0.61875, 1, 59, 120.833, 2.94428, 1.5
0.660417, 1, 50, 122.083, 2.86217, 1.375
0.701389, 1, 42, 123.333, 2.79179, 1.25
0.740972, 1, 65, 123.75, 2.9912, 1.25
0.782639, 1, 61, 123.75, 2.92082, 1.25
0.823611, 1, 53, 123.333, 2.88563, 1.375
0.863194, 1, 47, 122.917, 2.85054, 1.25
0.902778, 1, 42, 122.083, 2.80342, 1.25
0.941667, 1, 67, 121.25, 3.05078, 1.25
0.98125, 1, 64, 120.417, 3.02722, 1.375
1.02014, 1, 58, 119.583, 2.94477, 1.5
1.05833, 1, 55, 118.333, 2.92121, 1.5
1.09583, 1, 52, 117.5, 2.90909, 1.375
1.13403, 1, 77, 116.667, 3.12023, 1.5
1.17222, 1, 74, 115.833, 3.09677, 1.5
1.21042, 1, 72, 115, 3.06158, 1.5
1.25, 1, 69, 114.583, 3.02639, 1.5
1.29097, 1, 62, 114.583, 2.96774, 1.625
1.33333, 1, 52, 115.833, 2.88563, 1.625
1.37431, 1, 73, 117.917, 3.08504, 1.5
1.41597, 1, 65, 120, 2.9912, 1.375
1.45764, 1, 61, 121.667, 2.95601, 1.5
1.49931, 1, 51, 123.333, 2.8739, 1.5
1.53958, 1, 44, 124.167, 2.83871, 1.375
