Time,Position,Error,Speed,Voltage
2.70676,-4.54306,4,-122.5,-2.52121,
2.71694,-4.54306,7,-122.5,-2.47273,
2.73712,-4.58403,14,-122.5,-2.33939,
2.75688,-4.62361,20,-122.5,-2.2303,
2.77671,-4.66319,-5,-122.083,-2.67879,
2.80767,-4.74028,1,-120.417,-2.58182,
2.84674,-4.81806,7,-117.917,-2.47273,
2.85735,-4.81806,9,-117.917,-2.43636,
2.87567,-4.85764,15,-117.083,-2.32727,
2.89559,-4.89653,-10,-116.667,-2.77576,
2.91589,-4.93542,-7,-116.667,-2.71515,
2.94355,-5.01319,0,-117.083,-2.59394,
2.98191,-5.09028,5,-116.667,-2.49897,
2.99777,-5.09028,-21,-116.667,-2.95772,
3.01598,-5.12847,-16,-116.25,-2.87322,
3.03614,-5.16875,-12,-115.833,-2.80078,
3.06733,-5.24792,-4,-116.667,-2.6197,
3.10489,-5.32708,-21,-117.917,-2.95772,
3.11658,-5.32708,-17,-117.917,-2.88529,
3.13605,-5.36875,-13,-118.333,-2.81285,
3.15669,-5.40903,-6,-119.167,-2.69213,
3.19768,-5.49167,9,-121.667,-2.42654,
3.22364,-5.57292,-9,-122.083,-2.70303,
3.2527,-5.61319,-2,-122.5,-2.6303,
3.2768,-5.65278,3,-122.083,-2.54545,
3.29647,-5.69236,8,-121.667,-2.44848,
3.31612,-5.73194,14,-120.833,-2.33939,
3.3433,-5.81111,-9,-119.583,-2.71515,
3.38256,-5.89097,2,-118.75,-2.55758,
3.39714,-5.89097,4,-118.75,-2.52121,
3.41651,-5.92986,9,-118.75,-2.43636,
3.43778,-5.96944,-14,-118.75,-2.84848,
3.45635,-6.00903,-11,-118.75,-2.78788,
3.48364,-6.08681,-5,-118.333,-2.67879,
3.51581,-6.12569,3,-117.917,-2.54545,
3.5371,-6.16597,7,-117.5,-2.47273,
3.55724,-6.20486,-16,-117.5,-2.88485,
3.57688,-6.24444,-11,-117.5,-2.77664,
3.6026,-6.32361,-5,-117.917,-2.66799,
3.62611,-6.36458,6,-118.333,-2.47483,
3.65283,-6.40486,8,-118.75,-2.43861,
3.67653,-6.44514,-9,-119.167,-2.74042,
3.69675,-6.48611,-6,-120,-2.69213,
3.71534,-6.52639,1,-120.417,-2.57141,
3.74877,-6.60417,7,-120.833,-2.42654,
3.77774,-6.64375,-15,-120,-2.84907,
3.79649,-6.68333,-11,-119.583,-2.72835,
3.83689,-6.7625,-1,-118.333,-2.59555,
3.8716,-6.84167,8,-117.917,-2.90943,
3.90367,-6.92153,-13,-118.333,-2.76457,
3.91741,-6.92153,-10,-118.333,-2.7042,
3.93621,-6.96111,-4,-118.75,-2.65591,
3.9567,-7.00139,3,-118.75,-2.53519,
3.97615,-7.04167,9,-119.167,-2.42654,
4.00041,-7.11944,-16,-119.583,-2.87322,
4.02189,-7.15972,-10,-119.167,-2.76457,
4.04801,-7.2,-4,-119.167,-2.65591,
4.05838,-7.2,0,-118.75,-2.58348,
4.07614,-7.23958,4,-118.75,-2.51105,
4.09561,-7.27917,-19,-118.75,-2.92151,
4.11551,-7.31875,-15,-119.167,-2.77664,
4.14205,-7.40139,-3,-120,-2.63177,
4.17627,-7.44167,7,-120.417,-2.47273,
4.19638,-7.48264,15,-120.833,-2.32727,
4.21603,-7.52431,-6,-121.25,-2.70303,
4.23555,-7.56458,-2,-122.083,-2.6303,
4.2716,-7.64444,9,-122.083,-2.43636,
4.31362,-7.72431,-8,-121.25,-2.73939,
4.33538,-7.76389,-5,-120.417,-2.67879,
4.3556,-7.80347,0,-120,-2.59394,
4.37591,-7.84444,8,-119.583,-2.44848,
4.40109,-7.92361,13,-119.583,-2.30303,
4.4224,-7.9625,18,-119.583,-2.73939,
4.44836,-8.00278,-2,-119.167,-2.6303,
4.45848,-8.00278,-1,-119.167,-2.60606,
4.47946,-8.08125,5,-118.75,-2.50909,
4.49527,-8.08125,7,-118.75,-2.47273,
4.51599,-8.11944,11,-118.333,-2.4,
4.5416,-8.19792,-13,-117.5,-2.81285,
4.57824,-8.2375,-3,-117.083,-2.63177,
4.59548,-8.27639,0,-117.083,-2.58348,
4.61565,-8.31597,5,-117.083,-2.49897,
4.63625,-8.35625,11,-117.5,-2.39032,
4.66832,-8.43681,-7,-118.75,-2.7042,
4.69097,-8.47708,4,-119.583,-2.49897,
4.71852,-8.51736,6,-120.417,-2.46276,
4.73598,-8.55764,13,-120.417,-2.30582,
4.75572,-8.59722,-9,-120.417,-2.63177,
4.77588,-8.63611,-1,-120.417,-2.44848,
4.80072,-8.71389,7,-119.167,-2.24242,
4.82235,-8.75139,16,-117.917,-1.98788,
4.84708,-8.78681,22,-116.667,-1.78182,
4.85639,-8.78681,27,-116.667,-1.63636,
4.87654,-8.82222,15,-114.583,-1.68485,
4.89671,-8.85625,26,-112.5,-1.35088,
4.91594,-8.88958,32,-110,-1.16833,
4.94274,-8.94931,46,-103.333,-0.730205,
4.96865,-8.97847,59,-99.5833,-0.352933,
4.98385,-9.00694,52,-95.8333,-0.146041,
4.99673,-9.00694,68,-95.8333,0.0730205,
5.01752,-9.03333,84,-92.0833,0.500978,
5.03682,-9.05972,91,-88.3333,0.684262,
5.05756,-9.07917,95,-85,0.891984,
5.08761,-9.10764,97,-73.3333,1.18524,
5.11253,-9.11667,99,-64.5833,1.33187,
5.13645,-9.12222,94,-55,1.34545,
5.15611,-9.12292,90,-44.1667,1.35758,
5.17545,-9.12431,85,-33.75,1.34545,
5.20715,-9.12153,73,-15,1.24848,
5.23251,-9.11875,67,-7.08333,1.17576,
5.25618,-9.11389,57,-1.25,1.02229,
5.27598,-9.10764,48,3.33333,0.876246,
5.29585,-9.10208,40,7.08333,0.730205,
0.003275,-0.941667,39,0,0,
0.027362,0,39,0,0,
0.066423,0,39,0,0,
0.080532,0,39,0,0,
0.098927,0,39,0,0,
0.120512,0,39,0,0,
0.140878,0,0,0,0,
0.166634,0,0,0,-0.0246334,
0.20255,0,-3,0,-0.147801,
0.22036,0,-4,0,-0.209384,
0.240338,0,-8,0,-0.344868,
0.260203,0,-13,0,-0.504985,
0.289163,0,-35,0,-1.15777,
0.335597,0,-55,0,-1.72434,
0.360781,-0.00486111,-63,0,-1.97067,
0.380037,-0.0131944,-73,-2.08333,-2.30938,
0.400273,-0.0180556,-99,-4.58333,-2.94477,
0.430473,-0.0263889,-116,-8.75,-3.42131,
0.458081,-0.0569444,-118,-19.1667,-3.62903,
0.480093,-0.0777778,-117,-26.25,-3.69013,
0.500582,-0.104861,-111,-35,-3.58084,
0.520646,-0.134028,-124,-45.4167,-3.96955,
0.540926,-0.168056,-112,-57.5,-3.8871,
0.573095,-0.245833,-89,-82.0833,-3.61618,
0.601589,-0.288194,-72,-93.75,-3.44428,
0.620923,-0.332639,-80,-104.167,-3.6937,
0.640568,-0.377778,-61,-113.333,-3.40865,
0.661258,-0.425,-50,-121.25,-3.06422,
0.6874,-0.472222,-21,-127.917,-2.74355,
0.717857,-0.567361,5,-136.667,-2.35161,
0.740979,-0.613889,-8,-139.583,-2.6303,
0.760626,-0.659722,7,-140.833,-2.36364,
0.780904,-0.705556,15,-140.833,-2.18182,
0.801239,-0.750694,30,-140,-1.90303,
0.830671,-0.8375,46,-137.083,-1.64848,
0.861016,-0.877083,27,-135,-2.00806,
0.881594,-0.916667,33,-132.083,-1.89853,
0.900754,-0.957639,37,-128.75,-1.82551,
0.920082,-0.997917,43,-125.417,-1.71598,
0.940049,-1.03611,47,-122.917,-1.64296,
0.970687,-1.11042,19,-118.75,-2.19941,
0.999913,-1.14514,18,-116.667,-2.21163,
1.01987,-1.18056,18,-114.167,-2.17498,
1.04026,-1.21458,13,-111.25,-2.30938,
1.06261,-1.24861,-20,-108.333,-2.90811,
1.08601,-1.28333,-19,-106.25,-2.86061,
1.12086,-1.35694,-19,-104.583,-2.86061,
1.1404,-1.39236,-19,-105,-2.82424,
1.16024,-1.42986,-18,-105.833,-2.84848,
1.1801,-1.46667,-43,-107.083,-3.26061,
1.20044,-1.50625,-41,-108.75,-3.13939,
1.22706,-1.54583,-32,-110.417,-3.09052,
1.25429,-1.62778,-20,-115,-2.87322,
1.27329,-1.66944,-16,-117.5,-2.76457,
1.28598,-1.66944,-39,-117.5,-3.17502,
1.3007,-1.7125,-28,-120,-2.98187,
1.32015,-1.75556,-23,-122.083,-2.88529,
1.34058,-1.79792,-13,-124.167,-2.7042,
1.37065,-1.88264,2,-126.667,-2.43861,
1.40476,-1.925,-13,-127.5,-2.7042,
1.42191,-1.96667,-3,-127.5,-2.52312,
1.44162,-2.00903,1,-127.083,-2.46276,
1.46134,-2.05069,10,-126.667,-2.26667,
1.4943,-2.12917,16,-124.583,-2.64242,
1.53308,-2.20764,-3,-121.25,-2.5697,
1.54622,-2.20764,0,-121.25,-2.48485,
1.5613,-2.24653,2,-119.583,-2.48485,
1.58041,-2.28472,6,-118.333,-2.33939,
1.60057,-2.32292,9,-117.083,-2.32727,
1.63245,-2.40139,-13,-116.25,-2.71515,
1.66752,-2.44028,-5,-116.25,-2.5697,
1.68041,-2.47917,-4,-116.25,-2.59394,
1.70225,-2.51806,1,-116.25,-2.47273,
1.71996,-2.55694,-24,-116.667,-2.92121,
1.73967,-2.59583,-20,-116.667,-2.88485,
1.78413,-2.67361,-9,-116.25,-2.64242,
1.80538,-2.71389,-4,-116.667,-2.54726,
1.82069,-2.75347,0,-117.083,-2.47483,
1.84083,-2.79306,-23,-117.5,-2.88529,
1.86019,-2.83472,-19,-118.333,-2.74042,
1.88921,-2.87569,-8,-120,-2.6197,
1.92654,-2.95694,7,-120.833,-2.36364,
1.94138,-2.99722,-19,-121.25,-2.82424,
1.96133,-3.03889,-10,-121.667,-2.66667,
1.98155,-3.08056,-2,-122.083,-2.52121,
2.00135,-3.12083,1,-122.5,-2.47273,
2.03216,-3.19931,9,-122.083,-2.26667,
2.07284,-3.27917,-9,-120.417,-2.64242,
2.08496,-3.27917,-6,-120.417,-2.59394,
2.10151,-3.31875,-3,-119.583,-2.53333,
2.12103,-3.35972,3,-119.167,-2.47273,
2.1414,-3.4,10,-119.167,-2.25455,
2.17693,-3.47847,-13,-119.583,-2.71515,
2.21101,-3.55972,0,-119.583,-2.48485,
2.22171,-3.55972,3,-119.583,-2.43636,
2.24048,-3.6,10,-119.583,-2.30303,
2.26067,-3.63958,14,-120,-2.2303,
2.29815,-3.71806,-6,-120,-2.59394,
2.3399,-3.79722,4,-119.167,-2.41212,
2.36183,-3.83681,9,-118.75,-2.36364,
2.38152,-3.87639,-14,-118.333,-2.73939,
2.40165,-3.91667,-7,-118.333,-2.5697,
2.42743,-3.95694,-2,-118.75,-2.52121,
2.45866,-4.03681,8,-118.75,-2.33939,
2.48094,-4.07639,13,-119.167,-2.25455,
2.49983,-4.11458,-12,-119.583,-2.70303,
2.52098,-4.15417,-7,-119.167,-2.64242,
2.54011,-4.19444,-3,-118.75,-2.53333,
2.5679,-4.23472,6,-118.333,-2.37576,
2.60284,-4.3125,-16,-118.75,-2.77576,
2.62134,-4.35208,-10,-118.333,-2.6303,
2.64085,-4.39375,-6,-118.75,-2.59394,
2.66088,-4.43333,0,-118.75,-2.48485,
2.70029,-4.5125,11,-119.167,-2.29091,
2.73164,-4.59236,-8,-119.583,-2.6303,
2.74194,-4.59236,-4,-119.583,-2.59394,
2.76118,-4.63333,-1,-119.583,-2.49697,
2.78103,-4.67153,3,-119.583,-2.43636,
2.80159,-4.71181,8,-119.167,-2.37576,
2.82911,-4.75069,-13,-119.167,-2.71515,
2.85937,-4.82917,-9,-118.333,-2.64242,
2.88066,-4.86944,-2,-117.917,-2.52121,
2.90028,-4.91042,6,-117.917,-2.36618,
2.9205,-4.95,11,-118.75,-2.28167,
2.94058,-4.98889,-13,-119.167,-2.7042,
2.96242,-5.02917,-6,-119.167,-2.58348,
2.99544,-5.10903,1,-119.583,-2.46276,
3.01071,-5.14722,5,-119.167,-2.4,
3.0213,-5.14722,5,-119.167,-2.43636,
3.04142,-5.18611,-19,-118.75,-2.82424,
3.06106,-5.225,-14,-118.333,-2.73939,
3.08331,-5.26597,-7,-117.917,-2.60606,
3.1068,-5.30486,-5,-117.5,-2.60606,
3.14153,-5.38333,4,-117.5,-2.41212,
3.16,-5.42292,-19,-117.5,-2.82424,
3.17986,-5.46319,-15,-117.917,-2.75152,
3.19976,-5.50278,-10,-118.333,-2.66667,
3.23268,-5.58264,-1,-118.75,-2.49697,
3.27481,-5.66181,-19,-119.583,-2.82424,
3.28633,-5.66181,-15,-119.583,-2.75152,
3.30205,-5.70139,-10,-119.167,-2.66667,
3.32098,-5.74097,-7,-119.167,-2.60606,
3.34115,-5.78056,-2,-119.167,-2.52121,
3.37934,-5.86042,-19,-118.75,-2.81285,
3.41174,-5.94097,-9,-119.167,-2.63177,
3.42231,-5.94097,-9,-119.167,-2.58348,
3.44126,-5.98194,-2,-119.583,-2.51105,
3.46083,-6.02083,4,-120,-2.40239,
3.50707,-6.10069,-14,-120.417,-2.72835,
3.53542,-6.17986,-6,-119.583,-2.58348,
3.54747,-6.17986,-3,-119.583,-2.52312,
3.56158,-6.21875,-1,-119.167,-2.4869,
3.58132,-6.25903,5,-118.75,-2.35411,
3.60135,-6.29722,-21,-118.333,-2.88529,
3.63923,-6.37708,-11,-117.917,-2.6303,
3.66785,-6.41736,-1,-117.917,-2.49697,
3.68185,-6.45764,2,-118.333,-2.41212,
3.70073,-6.49722,-22,-119.167,-2.88485,
3.72104,-6.5375,-14,-119.583,-2.73939,
3.74107,-6.57847,-11,-120,-2.59555,
3.79122,-6.69931,5,-120.833,-2.42654,
3.80723,-6.69931,9,-120.833,-2.80078,
3.8211,-6.73819,-14,-120.417,-2.72835,
3.84098,-6.77847,-9,-120.417,-2.63177,
3.86136,-6.81875,-5,-120,-2.5697,
3.8855,-6.85833,4,-119.583,-2.41212,
3.90811,-6.89931,10,-119.583,-2.30303,
3.94067,-6.97847,-10,-119.583,-2.66667,
3.96128,-7.01875,-7,-120,-2.53333,
3.98098,-7.05903,0,-120,-2.48485,
4.00105,-7.09861,6,-120,-2.33939,
4.02555,-7.1375,-18,-120,-2.81212,
4.05296,-7.21528,-12,-118.75,-2.70303,
4.07293,-7.25556,-7,-118.333,-2.60606,
4.08493,-7.25556,-3,-118.333,-2.53333,
4.09973,-7.29514,-1,-117.917,-2.49697,
4.11983,-7.33403,3,-117.917,-2.47273,
4.13963,-7.37361,-20,-117.917,-2.84848,
4.16824,-7.41389,-13,-117.917,-2.71515,
4.19383,-7.49514,-3,-118.75,-2.5697,
4.20814,-7.49514,0,-118.75,-2.48485,
4.21998,-7.53472,3,-119.583,-2.43636,
4.23997,-7.575,9,-120,-2.32727,
4.26015,-7.61458,-13,-120.417,-2.71515,
4.28198,-7.65556,-7,-120.417,-2.60606,
4.31205,-7.73472,-2,-120,-2.47273,
4.33555,-7.77361,3,-119.583,-2.36618,
4.36108,-7.8125,-18,-119.167,-2.80078,
4.38057,-7.85208,-14,-118.75,-2.76457,
4.40047,-7.89167,-10,-118.333,-2.65591,
4.42782,-7.97153,2,-117.917,-2.43861,
4.46953,-8.01181,-19,-118.333,-2.81285,
4.48077,-8.05069,-16,-118.75,-2.76457,
4.50073,-8.09097,-10,-119.167,-2.65591,
4.52166,-8.12986,-8,-118.75,-2.6197,
4.54066,-8.16875,-4,-118.75,-2.54726,
4.56641,-8.20833,1,-118.333,-2.40239,
4.59308,-8.28681,-19,-117.917,-2.81285,
4.61084,-8.28681,-15,-117.917,-2.74042,
4.62078,-8.32639,-15,-117.917,-2.74042,
4.64078,-8.36597,-9,-117.917,-2.63177,
4.66094,-8.40694,-2,-118.333,-2.51105,
4.68721,-8.44653,-22,-118.75,-2.87322,
4.72135,-8.52639,-12,-119.167,-2.66799,
4.74022,-8.56667,-9,-119.583,-2.6197,
4.76007,-8.60694,-1,-120,-2.40239,
4.78014,-8.64653,7,-120,-2.22131,
4.80031,-8.68472,-13,-120,-2.47483,
4.82515,-8.72153,-5,-119.167,-2.25455,
4.84681,-8.75903,4,-117.917,-2,
4.87635,-8.82986,18,-113.75,-1.57576,
4.90092,-8.86458,29,-111.667,-1.29697,
4.92057,-8.89722,23,-109.167,-1.16364,
4.94054,-8.92778,27,-106.667,-0.949267,
4.99873,-9.01458,69,-95,0.0851906,
5.02032,-9.04306,75,-91.6667,0.401613,
5.04014,-9.06806,89,-88.75,0.742375,
5.06075,-9.08472,92,-85,0.876246,
5.09609,-9.11111,102,-72.5,1.31437,
5.12238,-9.11944,102,-62.9167,1.38739,
5.14093,-9.12153,89,-52.0833,1.3022,
5.16084,-9.12222,87,-40,1.31437,
5.18102,-9.12222,82,-29.1667,1.29174,
5.20077,-9.11944,74,-18.75,1.20723,
5.22627,-9.11597,62,-10.4167,1.06237,
5.24739,-9.10764,53,2.5,0.905425,
5.27475,-9.10347,47,6.66667,0.845064,
5.2855,-9.10347,44,6.66667,0.803226,
0.003149,-0.135417,41,0,0.0981427,
0.013844,0,41,0,0.0981427,
0.032965,0,41,0,0,
0.05283,0,41,0,0,
0.072768,0,41,0,0,
0.101455,0,41,0,0,
0.127567,0,41,0,0,
0.148845,0,41,0,0,
0.175408,0,0,0,0,
0.194307,0,0,0,-0.0368035,
0.213614,0,-3,0,-0.147214,
0.24235,0,-3,0,-0.147214,
0.269689,0,-13,0,-0.502981,
0.295799,0,-20,0,-0.73607,
0.31377,0,-24,0,-0.993695,
0.334262,0,-35,0,-1.15318,
0.358853,0,-57,0,-1.81564,
0.395982,-0.0125,-73,-2.5,-2.31862,
0.413693,-0.0173611,-85,-5,-2.58851,
0.433815,-0.0263889,-91,-8.75,-2.77253,
0.453375,-0.0395833,-97,-13.3333,-2.93377,
0.473055,-0.0555556,-116,-19.1667,-3.41276,
0.500539,-0.0770833,-116,-25.8333,-3.55645,
0.522263,-0.101389,-113,-34.1667,-3.6283,
0.546468,-0.161111,-102,-55,-3.5325,
0.558455,-0.161111,-95,-55,-3.40415,
0.574655,-0.196528,-90,-66.25,-3.39238,
0.594303,-0.234722,-99,-77.5,-3.68685,
0.613207,-0.275694,-84,-88.3333,-3.52195,
0.649806,-0.363889,-49,-107.917,-3.039,
0.677238,-0.409722,-39,-116.25,-2.93377,
0.695045,-0.455556,-49,-123.333,-3.17326,
0.71498,-0.502083,-32,-129.167,-2.90982,
0.734334,-0.549306,-15,-133.333,-2.61046,
0.768056,-0.639583,6,-137.917,-2.23925,
0.807626,-0.728472,-2,-137.083,-2.42185,
0.820854,-0.728472,3,-137.083,-2.2393,
0.83489,-0.770833,13,-135.833,-2.15411,
0.852414,-0.813194,18,-134.167,-2.05674,
0.872339,-0.854167,26,-132.083,-1.9107,
0.906269,-0.934028,35,-127.5,-2.22713,
0.94422,-0.972917,14,-125,-2.21163,
0.956206,-1.01111,16,-122.5,-2.10166,
0.973782,-1.05,18,-120,-2.065,
0.993024,-1.0875,21,-118.333,-2.01613,
1.01377,-1.12222,19,-116.25,-2.1261,
1.04141,-1.15625,-15,-114.167,-2.7261,
1.0669,-1.22708,-15,-109.167,-2.65308,
1.08817,-1.26736,-10,-107.5,-2.64091,
1.11324,-1.30208,-11,-107.5,-2.58006,
1.13323,-1.3375,-41,-107.5,-3.12771,
1.16894,-1.41181,-38,-109.167,-3.0543,
1.21211,-1.48958,-30,-110.417,-2.90943,
1.23315,-1.52986,-24,-111.667,-2.80078,
1.25292,-1.57083,-46,-113.75,-3.2716,
1.27288,-1.61181,-36,-116.25,-2.94565,
1.30688,-1.69583,-23,-120.417,-2.77664,
1.34318,-1.73819,-9,-122.083,-2.52312,
1.35526,-1.77986,-32,-123.75,-2.87322,
1.37368,-1.82222,-23,-125,-2.77664,
1.3948,-1.86389,-14,-125.417,-2.6197,
1.41339,-1.90625,-8,-125.833,-2.44848,
1.44156,-1.94792,3,-126.25,-2.32727,
1.47033,-2.02778,-17,-125,-2.67879,
1.49486,-2.06806,-11,-124.167,-2.5697,
1.5136,-2.10764,-5,-122.5,-2.46061,
1.53361,-2.14653,-4,-121.25,-2.44848,
1.55659,-2.18403,-1,-120,-2.38788,
1.59066,-2.26181,-21,-117.5,-2.75152,
1.61549,-2.30139,-17,-116.667,-2.67879,
1.63552,-2.33958,-13,-116.25,-2.60606,
1.65434,-2.37778,-12,-115.833,-2.59394,
1.67238,-2.41736,-7,-115.833,-2.5697,
1.69744,-2.45625,-31,-116.25,-2.93333,
1.72008,-2.49514,-26,-116.25,-2.84848,
1.74381,-2.53472,-18,-116.667,-2.70303,
1.75982,-2.57431,-16,-116.667,-2.65591,
1.7728,-2.61389,-13,-117.083,-2.59555,
1.793,-2.65347,-36,-117.5,-3.01808,
1.8124,-2.69375,-29,-117.917,-2.88529,
1.83908,-2.73472,-21,-118.75,-2.74042,
1.85985,-2.77569,-13,-119.583,-2.59555,
1.87781,-2.81667,-7,-120.417,-2.49697,
1.89287,-2.85694,-3,-120.833,-2.42424,
1.9124,-2.89792,-24,-121.667,-2.81212,
1.93325,-2.93889,-17,-122.083,-2.67879,
1.96785,-3.01875,-9,-121.667,-2.53333,
2.00143,-3.05833,0,-121.25,-2.30303,
2.01472,-3.09792,-27,-120.833,-2.86061,
2.03336,-3.13681,-22,-120,-2.84848,
2.05273,-3.17639,-19,-119.583,-2.64242,
2.07274,-3.21736,-12,-118.75,-2.59394,
2.1094,-3.29722,0,-119.167,-2.37576,
2.13805,-3.33681,-23,-119.583,-2.78788,
2.15287,-3.37708,-16,-119.583,-2.59394,
2.17336,-3.41806,-9,-120,-2.53333,
2.19364,-3.45764,-7,-120,-2.49697,
2.21429,-3.49722,-1,-120,-2.38788,
2.24079,-3.53611,-22,-120,-2.77576,
2.26066,-3.57639,-19,-119.583,-2.71515,
2.28078,-3.61597,-14,-119.167,-2.6303,
2.29606,-3.65556,-9,-119.167,-2.53333,
2.31491,-3.69444,-7,-118.333,-2.49697,
2.33376,-3.73333,-3,-118.333,-2.42424,
2.36085,-3.77222,-23,-117.917,-2.78788,
2.38114,-3.8125,-19,-117.917,-2.71515,
2.41186,-3.89375,-9,-118.333,-2.53333,
2.43407,-3.93403,-2,-118.75,-2.41212,
2.45309,-3.97361,-26,-119.583,-2.92121,
